artist,name,date,time,venue,location,price_range
Isaac Delusion,Isaac Delusion,2024-11-22,20:30:00,Cafe Du Nord,"San Francisco, United States Of America",27.22-27.22 USD
Isaac Delusion,Isaac Delusion with Special Guests,2024-11-16,21:00:00,Lee's Palace,"Toronto, Canada",25.59-28.15 CAD
Isaac Delusion,ISAAC DÉLUSION,2024-11-15,21:00:00,Fairmount Theatre,"Montreal, Canada",N/A-N/A CAD
SCH,SCH,2024-12-14,20:00:00,Vorst Nationaal/Forest National,"Vorst, Belgium",43.0-58.0 EUR
SCH,Monday LOT 4 PAUL REVERE MIDDLE SCHOOL,2025-02-10,19:00:00,Lot 4 - Paul Revere Middle Sch,"Los Angeles, United States Of America",N/A
SCH,Tuesday LOT 4 PAUL REVERE MIDDLE SCHOOL,2025-02-11,19:00:00,Lot 4 - Paul Revere Middle Sch,"Los Angeles, United States Of America",N/A
SCH,Wednesday LOT 4 PAUL REVERE MIDDLE SCHOOL,2025-02-12,19:00:00,Lot 4 - Paul Revere Middle Sch,"Los Angeles, United States Of America",N/A
SCH,Thursday LOT 4 PAUL REVERE MIDDLE SCHOOL,2025-02-13,19:00:00,Lot 4 - Paul Revere Middle Sch,"Los Angeles, United States Of America",N/A
SCH,Friday LOT 4 PAUL REVERE MIDDLE SCHOOL,2025-02-14,19:00:00,Lot 4 - Paul Revere Middle Sch,"Los Angeles, United States Of America",N/A
SCH,Saturday LOT 4 PAUL REVERE MIDDLE SCHOOL,2025-02-15,19:00:00,Lot 4 - Paul Revere Middle Sch,"Los Angeles, United States Of America",N/A
SCH,SUNDAY LOT 4 PAUL REVERE MIDDLE SCHOOL,2025-02-16,19:00:00,Lot 4 - Paul Revere Middle Sch,"Los Angeles, United States Of America",N/A
SCH,GOOD ANY DAY LOT 4 PAUL REVERE MIDDLE SCHOOL,2025-02-16,19:00:00,Lot 4 - Paul Revere Middle Sch,"Los Angeles, United States Of America",N/A
Wisin,iHeartRadio Fiesta Latina,2024-10-26,20:00:00,Kaseya Center,"Miami, United States Of America",29.0-299.0 USD
BM,2021 BMS Credit,2024-12-31,20:00:00,Bristol Motor Speedway,"Bristol, United States Of America",N/A
BM,BMS April Credit,2024-12-31,20:00:00,Bristol Motor Speedway,"Bristol, United States Of America",N/A
BM,BMS 2025 Renewal,2025-09-20,20:00:00,Bristol Motor Speedway,"Bristol, United States Of America",N/A
BM,Sugarlands Shine Roof at Turn 4 - Truck,2025-04-11,12:00:00,BMS Hosp,"Bristol, United States Of America",N/A
BM,Jeff Gordon Half-Moon Table - Saturday,2025-04-12,20:00:00,BMS Hosp,"Bristol, United States Of America",N/A
BM,Sugarlands Shine Roof at Turn 4 - Xfinity,2025-04-12,12:00:00,BMS Hosp,"Bristol, United States Of America",N/A
BM,Jeff Gordon Half-Moon Table - Sunday,2025-04-13,15:30:00,BMS Hosp,"Bristol, United States Of America",N/A
BM,Sugarlands Shine Roof at Turn 4 - Cup,2025-04-13,15:30:00,BMS Hosp,"Bristol, United States Of America",N/A
BM,Sugarlands Shine Roof at Turn 4 - Truck,2025-09-11,20:00:00,BMS Hosp,"Bristol, United States Of America",N/A
BM,Jeff Gordon Half-Moon Table - Xfinity,2025-09-12,19:30:00,BMS Hosp,"Bristol, United States Of America",N/A
BM,Sugarlands Shine Roof at Turn 4 - Xfinity,2025-09-12,19:30:00,BMS Hosp,"Bristol, United States Of America",N/A
BM,Jeff Gordon Half-Moon Table - Cup,2025-09-13,19:30:00,BMS Hosp,"Bristol, United States Of America",N/A
BM,Sugarlands Shine Roof at Turn 4 - Cup,2025-09-13,19:30:00,BMS Hosp,"Bristol, United States Of America",N/A
BM,BMS Gift Card,2099-12-31,20:00:00,Bristol Motor Speedway,"Bristol, United States Of America",N/A
BM,BMS Gift Card,2099-12-31,20:00:00,N/A,"N/A, N/A",N/A
Souls Of Mischief,Souls of Mischief,2024-10-12,20:00:00,The Venice West,"Venice, United States Of America",62.53-62.53 USD
Souls Of Mischief,History of the Bay w/ Souls of Mischief,2024-10-19,14:00:00,The Midway,"San Francisco, United States Of America",N/A
Enrique Iglesias,Besame Mucho,2024-12-21,11:00:00,Dodger Stadium,"Los Angeles, United States Of America",N/A
Mister V,Mister Cover,2024-12-06,20:45:00,N/A,"N/A, N/A",N/A-N/A EUR
Mister V,A Mister Tickle Hands' Halloween Party,2024-10-31,19:00:00,The Wonder Bar,"Asbury Park, United States Of America",20.0-20.0 USD
Mister V,The Young Fables w/ Young Mister,2024-10-20,20:00:00,The Basement East,"Nashville, United States Of America",26.71-26.71 USD
Mister V,Influence Party At Mister Wolf - Thanksgiving Long Weekend,2024-10-13,22:00:00,N/A,"N/A, N/A",N/A-N/A CAD
Mister V,Mister C Live! Air is Everywhere,2024-10-22,09:30:00,Fox Cities P.A.C.,"Appleton, United States Of America",N/A
Mister V,Mister C Live! Air is Everywhere,2024-10-22,12:30:00,Fox Cities P.A.C.,"Appleton, United States Of America",N/A
Mister V,Mister C Live: Air is Everywhere,2024-10-23,10:30:00,Marcus Center - Uihlein Hall,"Milwaukee, United States Of America",N/A
Mister V,Mike Mains & Young Mister WCBE Happy Hour Concert,2024-11-24,17:30:00,Rumba Cafe,"Columbus, United States Of America",14.99-14.99 USD
Mister V,"Cottage Corpse, Little Venom, Pink Moss, Count Dykeula, DJ MISTER FURIOUS",2024-10-30,20:00:00,Chop Suey,"Seattle, United States Of America",12.0-12.0 USD
Mister V,"Fenix Flexin, Tre Loaded, Big $wift, BlueJay, pookie f'n rude, Mister, Trilliano",2024-12-14,18:00:00,Garden Amphitheatre,"Garden Grove, United States Of America",37.01-91.6 USD
Ruth B.,Johnny Mathis,2025-02-08,20:00:00,Ruth Eckerd Hall,"Clearwater, United States Of America",N/A
Ruth B.,Righteous Brothers,2025-03-09,20:00:00,Ruth Eckerd Hall,"Clearwater, United States Of America",N/A
Ruth B.,The Doo Wop Project,2025-02-04,13:00:00,Ruth Eckerd Hall,"Clearwater, United States Of America",N/A
Don Omar,"THE BRITISH COLLECTIVE Feat OMAR at The Jam House, Birmingham 2024",2024-11-07,18:00:00,The Jam House Birmingham,"Birmingham, Great Britain",N/A-N/A GBP
Crystal Fighters,Crystal Fighters,2024-11-04,19:00:00,Manchester New Century Hall,"Manchester, Great Britain",22.5-22.5 GBP
Crystal Fighters,Crystal Fighters,2024-11-05,19:00:00,"HERE at Outernet, London","London, Great Britain",27.5-27.5 GBP
Crystal Fighters,Crystal Fighters,2024-11-06,19:00:00,"HERE at Outernet, London","London, Great Britain",27.5-27.5 GBP
Lacrim,Lacrim,2025-01-16,20:30:00,Rockhal Club,"Esch-sur-Alzette, Luxembourg",N/A
Shakira,Shakira,2024-11-02,19:30:00,Acrisure Arena,"Palm Desert, United States Of America",N/A
Shakira,Shakira,2024-11-03,19:30:00,Acrisure Arena,"Palm Desert, United States Of America",N/A
Shakira,SHAKIRA,2024-11-09,19:30:00,KIA Forum,"Inglewood, United States Of America",N/A
Shakira,Shakira,2024-11-20,19:30:00,Kaseya Center,"Miami, United States Of America",N/A
Shakira,Shakira,2024-11-21,19:30:00,Kaseya Center,"Miami, United States Of America",N/A
Shakira,Shakira,2024-12-08,19:30:00,TD Garden,"Boston, United States Of America",N/A
Shakira,Shakira,2024-12-08,19:30:00,TD Garden,"Boston, United States Of America",N/A
Shakira,Shakira,2024-12-08,19:30:00,TD Garden,"Boston, United States Of America",N/A
Shakira,Shakira,2024-12-10,19:30:00,Bell Centre,"MontrÃ©al, N/A",N/A
Shakira,Shakira,2024-12-15,19:30:00,Little Caesars Arena,"Detroit, United States Of America",N/A
Shakira,Shakira,2024-12-15,19:30:00,Little Caesars Arena,"Detroit, United States Of America",N/A
Shakira,Shakira,2024-12-15,19:30:00,Little Caesars Arena,"Detroit, United States Of America",N/A
Shakira,Shakira,2024-12-15,19:30:00,Little Caesars Arena,"Detroit, United States Of America",N/A
Shakira,Rental: Shakira,2024-11-17,19:30:00,American Airlines Center,"Dallas, United States Of America",N/A
Shakira,SUITES: Shakira,2024-11-17,19:30:00,American Airlines Center,"Dallas, United States Of America",N/A
Shakira,Shakira Luxury,2024-11-23,19:30:00,Spectrum Center,"Charlotte, United States Of America",N/A
Shakira,Hostess Shakira,2024-12-10,19:30:00,Bell Centre,"MontrÃ©al, N/A",N/A
Shakira,Suite Inclusive Shakira,2024-11-07,19:30:00,Footprint Center,"Phoenix, United States Of America",N/A
Shakira,LEXUS RESERVE: Shakira,2024-11-17,19:30:00,American Airlines Center,"Dallas, United States Of America",N/A
Shakira,Encore Pass- Shakira,2024-12-15,19:30:00,Little Caesars Arena,"Detroit, United States Of America",N/A
Ja Rule,Hip Hop Made The Bay,2024-11-01,19:30:00,SAP Center at San Jose,"San Jose, United States Of America",45.0-175.0 USD
Foster The People,Foster the People,2025-01-25,20:00:00,Paramount Theatre,"Seattle, United States Of America",40.0-64.5 USD
Foster The People,Foster the People,2025-01-27,20:00:00,Queen Elizabeth Theatre,"Vancouver, Canada",45.0-219.0 CAD
Foster The People,Foster the People,2025-01-28,20:00:00,McMenamins Crystal Ballroom,"Portland, United States Of America",N/A
Foster The People,Foster the People,2025-02-03,19:00:00,The Observatory,"Santa Ana, United States Of America",45.0-45.0 USD
Foster The People,Foster the People,2025-02-04,20:00:00,The Van Buren,"Phoenix, United States Of America",45.0-65.0 USD
Foster The People,Foster the People,2025-02-06,19:00:00,Hollywood Palladium,"Hollywood, United States Of America",45.0-69.5 USD
Foster The People,Foster the People,2025-02-08,20:00:00,Fontainebleau,"Las Vegas, United States Of America",49.0-109.0 USD
Foster The People,Foster the People,2025-02-11,19:45:00,The Union,"Salt Lake City, United States Of America",45.0-45.0 USD
Foster The People,Foster the People,2025-02-12,18:30:00,Fillmore Auditorium (Denver),"Denver, United States Of America",45.0-69.5 USD
Foster The People,Foster the People,2025-02-14,19:00:00,Fillmore Minneapolis presented by Affinity Plus,"Minneapolis, United States Of America",45.0-69.5 USD
Foster The People,FOSTER THE PEOPLE,2025-02-15,20:00:00,The Salt Shed Indoors (Shed),"Chicago, United States Of America",45.0-115.0 USD
Foster The People,Foster the People,2025-02-17,19:00:00,The Fillmore Detroit,"Detroit, United States Of America",39.5-69.5 USD
Foster The People,Foster the People,2025-02-18,19:00:00,History,"Toronto, Canada",58.0-88.0 CAD
Foster The People,Foster the People,2025-02-24,19:00:00,Brooklyn Paramount,"Brooklyn, United States Of America",45.0-69.5 USD
Foster The People,Foster the People,2025-02-27,19:00:00,The Ritz,"Raleigh, United States Of America",45.0-45.0 USD
Foster The People,Foster the People,2025-02-28,20:00:00,Tabernacle,"Atlanta, United States Of America",39.5-69.5 USD
Foster The People,Foster the People,2025-03-03,19:00:00,Fillmore New Orleans,"New Orleans, United States Of America",45.0-59.5 USD
Foster The People,Foster the People,2025-03-05,19:00:00,House of Blues Houston,"Houston, United States Of America",45.0-69.5 USD
Foster The People,Foster the People,2025-02-07,19:00:00,Hollywood Palladium,"Hollywood, United States Of America",N/A
Foster The People,PC Foster the People,2025-01-25,20:00:00,Paramount Theatre    Loge,"N/A, United States Of America",N/A
Sam Smith,GoldenSky,2024-10-18,N/A,Discovery Park,"Sacramento, United States Of America",N/A
Outlawz,Filthy Fridays Feat. the Gender Outlawz,2024-11-01,21:00:00,Thunderbird Lounge,"Phoenix, United States Of America",N/A
Outlawz,Filthy Fridays Feat. the Gender Outlawz,2024-12-06,21:00:00,Thunderbird Lounge,"Phoenix, United States Of America",N/A
Gracie Abrams,Gracie Abrams: The Secret of Us Tour,2024-10-14,20:00:00,Radio City Music Hall,"New York, United States Of America",39.5-109.5 USD
Gracie Abrams,Gracie Abrams: The Secret of Us Tour,2024-10-15,20:00:00,The Met Presented by Highmark,"Philadelphia, United States Of America",39.5-79.5 USD
Gracie Abrams,Gracie Abrams: the Secret of Us Tour,2025-03-03,18:00:00,Motorpoint Arena Nottingham,"Nottingham, Great Britain",0.0-195.5 GBP
Gracie Abrams,Gracie Abrams: the Secret of Us Tour,2025-03-04,18:00:00,First Direct Arena,"Leeds, Great Britain",0.0-195.5 GBP
Gracie Abrams,Gracie Abrams: the Secret of Us Tour,2025-03-06,18:30:00,The O2,"London, Great Britain",0.0-203.0 GBP
Gracie Abrams,Gracie Abrams: the Secret of Us Tour,2025-03-07,18:30:00,Co-op Live,"Manchester, Great Britain",0.0-198.0 GBP
Gracie Abrams,Gracie Abrams: the Secret of Us Tour,2025-03-08,18:30:00,Utilita Arena Cardiff,"Cardiff, Great Britain",0.0-212.35 GBP
Gracie Abrams,Gracie Abrams: the Secret of Us Tour,2025-03-10,18:30:00,3Arena,"Dublin, Ireland",64.0-79.45 EUR
Gracie Abrams,Gracie Abrams: the Secret of Us Tour,2025-03-12,18:30:00,OVO Hydro,"Glasgow, Great Britain",40.0-60.0 GBP
Gracie Abrams,Gracie Abrams - The Secret Of Us Tour,2025-04-29,20:00:00,Spark Arena,"Auckland, New Zealand",96.6-463.62 NZD
Gracie Abrams,Gracie Abrams: The Secret of Us Tour,2025-02-15,20:00:00,N/A,"Stuttgart, Germany",0.0-137.5 EUR
Gracie Abrams,Gracie Abrams: The Secret of Us Tour,2025-02-17,20:00:00,Ziggo Dome,"Amsterdam, Netherlands",39.2-178.92 EUR
Gracie Abrams,Gracie Abrams: The Secret of Us Tour,2025-02-19,20:00:00,N/A,"Hamburg, Germany",50.0-50.0 EUR
Gracie Abrams,Gracie Abrams: The Secret of Us Tour,2025-02-21,20:00:00,Mitsubishi Electric HALLE,"Düsseldorf, Germany",8.79-66.29 EUR
Gracie Abrams,Gracie Abrams: The Secret of Us Tour,2025-02-22,20:00:00,N/A,"Berlin, Germany",40.0-159.0 EUR
Gracie Abrams,Gracie Abrams : The Secret of Us Tour,2025-02-24,20:00:00,The Hall Zürich,"Dübendorf, Switzerland",N/A
Gracie Abrams,Gracie Abrams: The Secret of Us Tour,2025-02-28,20:00:00,Vorst Nationaal/Forest National,"Vorst, Belgium",45.8-158.88 EUR
Gracie Abrams,Gracie Abrams: The Secret of Us Tour | VIP Packages,2025-02-15,20:00:00,N/A,"Stuttgart, Germany",165.0-225.0 EUR
Gracie Abrams,Gracie Abrams: The Secret of Us Tour | VIP Packages,2025-02-17,20:00:00,Ziggo Dome,"Amsterdam, Netherlands",190.0-250.0 EUR
Gracie Abrams,Gracie Abrams: The Secret of Us Tour | VIP Packages,2025-02-19,20:00:00,N/A,"Hamburg, Germany",6.51-271.5 EUR
Dover,The Hunna,2024-11-05,19:00:00,The Booking Hall,"Dover, Great Britain",N/A-N/A GBP
Dover,BetRivers 200,2025-07-19,16:30:00,Dover Motor Speedway,"Dover, United States Of America",N/A
Dover,Fan Suite,2025-07-20,12:00:00,Dover Motor Speedway,"Dover, United States Of America",N/A
Dover,General Tire 150,2025-07-18,17:00:00,Dover Motor Speedway,"Dover, United States Of America",N/A
Dover,Friday Velocity Suite,2025-07-18,17:00:00,Dover Motor Speedway,"Dover, United States Of America",N/A
Dover,Saturday Velocity Suite,2025-07-19,13:30:00,Dover Motor Speedway,"Dover, United States Of America",N/A
Dover,Sunday Suites - Corporate,2025-07-20,12:00:00,Dover Motor Speedway,"Dover, United States Of America",N/A
Dover,Sunday Velocity Suite,2025-07-20,12:00:00,Dover Motor Speedway,"Dover, United States Of America",N/A
Dover,NASCAR Cup Series,2025-07-20,14:00:00,Dover Motor Speedway,"Dover, United States Of America",N/A
Dover,2024 Friday Suites - Corporate,2025-07-18,17:00:00,Dover Motor Speedway,"Dover, United States Of America",N/A
Dover,2024 Saturday Suites - Corporate,2025-07-19,13:30:00,Dover Motor Speedway,"Dover, United States Of America",N/A
Dover,Campground Lot 8 XL,2025-07-20,14:00:00,Dover Motor Speedway,"Dover, United States Of America",N/A
Dover,Legacy Motor Club Fan Suite,2025-07-20,12:00:00,Dover Motor Speedway,"Dover, United States Of America",N/A
Dover,Leann Rimes,2024-11-08,21:00:00,Rollins Center @ Bally's Dover,"Dover, United States Of America",50.0-100.0 USD
Dover,Monster Mile Tour,2024-12-31,20:00:00,Dover Motor Speedway,"N/A, N/A",N/A
Dover,2025  Deposit,2025-07-20,14:00:00,Dover Motor Speedway,"N/A, N/A",N/A
Dover,2025  Deposit,2025-07-20,14:00:00,Dover Motor Speedway,"N/A, N/A",N/A
Dover,2026  Deposit,2026-07-20,14:00:00,Dover Motor Speedway,"N/A, N/A",N/A
Dover,Tow Vehicle Pass,2025-07-20,20:00:00,Dover Motor Speedway,"N/A, N/A",N/A
Dover,Racing Electronics Scanners,2025-07-20,15:00:00,Dover Motor Speedway,"N/A, N/A",N/A
Stevie Wonder,Stevie Wonder,2024-10-17,20:00:00,First Horizon Coliseum,"Greensboro, United States Of America",N/A
Stevie Wonder,STEVIE WONDER,2024-10-19,20:00:00,State Farm Arena,"N/A, N/A",N/A
Stevie Wonder,STEVIE WONDER,2024-10-19,20:00:00,State Farm Arena,"N/A, N/A",N/A
Stevie Wonder,Stevie Wonder,2024-10-22,20:00:00,Little Caesars Arena,"Detroit, United States Of America",N/A
Stevie Wonder,Stevie Wonder,2024-10-22,20:00:00,Little Caesars Arena,"Detroit, United States Of America",N/A
Stevie Wonder,Stevie Wonder,2024-10-22,20:00:00,Little Caesars Arena,"Detroit, United States Of America",N/A
Stevie Wonder,Stevie Wonder,2024-10-22,20:00:00,Little Caesars Arena,"Detroit, United States Of America",N/A
Stevie Wonder,Stevie Wonder,2024-10-24,19:30:00,VIP Passes,"Milwaukee, United States Of America",N/A
Stevie Wonder,Stevie Wonder,2024-10-24,20:00:00,Fiserv Forum,"Milwaukee, United States Of America",N/A
Stevie Wonder,Stevie Wonder,2024-10-27,20:00:00,Target Center,"Minneapolis, United States Of America",N/A
Stevie Wonder,Stevie Wonder,2024-10-30,20:00:00,Van Andel Arena,"Grand Rapids, United States Of America",N/A
Stevie Wonder,STEVIE WONDER,2024-10-30,20:00:00,Van Andel Arena,"Grand Rapids, United States Of America",N/A
Stevie Wonder,Stevie Wonder - Suites,2024-10-30,20:00:00,Van Andel Arena,"Grand Rapids, United States Of America",N/A
Stevie Wonder,The Stevie Wonder Celebration,2024-10-11,21:00:00,"Boisdale, Canary Wharf","London, Great Britain",N/A
Stevie Wonder,Stevie Wonder - Event Charges,2024-10-15,23:59:00,CFG Bank Arena,"Baltimore, United States Of America",N/A
Stevie Wonder,Encore Pass- Stevie Wonder,2024-10-22,20:00:00,Little Caesars Arena,"Detroit, United States Of America",N/A
Stevie Wonder,Stevie Wonder - Access Pass,2024-10-24,19:30:00,Fiserv Forum,"Milwaukee, United States Of America",N/A
Stevie Wonder,Stevie Wonder - Sing Your Song!,2024-10-15,20:00:00,CFG Bank Arena,"Baltimore, United States Of America",N/A
Stevie Wonder,Stevie Wonder - Sing Your Song! As We Fix Our Nation's Broken Heart,2024-10-12,20:00:00,Wells Fargo Center,"Philadelphia, United States Of America",54.5-134.5 USD
Stevie Wonder,Stevie Wonder - Sing Your Song! As We Fix Our Nation's Broken Heart,2024-10-17,20:00:00,First Horizon Coliseum,"Greensboro, United States Of America",49.5-129.5 USD
Ken-Y,Kenny Chesney,2024-12-31,19:30:00,Jiffy Lube Live,"Bristow, United States Of America",N/A
Ken-Y,Kenny Chesney,2023-12-31,19:30:00,Jiffy Lube Live,"Bristow, United States Of America",N/A
Ken-Y,No Shoes Nation  Kenny Chesney Tribute,2024-11-23,20:00:00,Blue Ocean Music Hall,"Salisbury, United States Of America",19.0-28.0 USD
Bradley Simpson,Bradley Simpson,2024-11-06,19:00:00,Green Room at The Academy,"Dublin, Ireland",28.0-28.0 EUR
Bradley Simpson,Bradley Simpson,2024-11-08,19:00:00,O2 Institute2 Birmingham,"Birmingham, Great Britain",20.0-30.0 GBP
Bradley Simpson,Bradley Simpson,2024-11-09,19:00:00,Arts Club Liverpool - Theatre,"Liverpool, Great Britain",22.5-22.5 GBP
Bradley Simpson,Bradley Simpson,2024-11-10,19:00:00,Riverside,"Newcastle Upon Tyne, Great Britain",22.75-22.75 GBP
Bradley Simpson,Bradley Simpson,2024-11-12,18:00:00,Glasgow Garage,"Glasgow, Great Britain",22.0-22.0 GBP
Bradley Simpson,Bradley Simpson,2024-11-13,19:30:00,Brudenell Social Club,"Leeds, Great Britain",22.5-22.5 GBP
Bradley Simpson,Bradley Simpson,2024-11-15,19:00:00,Band On The Wall.,"Manchester, Great Britain",22.5-22.5 GBP
Bradley Simpson,Bradley Simpson,2024-11-16,19:00:00,Nottingham Rescue Rooms,"Nottingham, Great Britain",22.5-22.5 GBP
Bradley Simpson,Bradley Simpson,2024-11-18,19:30:00,Village Underground,"London, Great Britain",23.0-23.0 GBP
Bradley Simpson,Bradley Simpson,2024-11-19,19:30:00,Village Underground,"London, Great Britain",23.0-23.0 GBP
Bradley Simpson,Bradley Simpson,2024-11-21,18:00:00,Heaven,"London, Great Britain",23.0-23.0 GBP
Bradley Simpson,Bradley Simpson,2024-10-31,19:00:00,Melkweg,"Amsterdam, Netherlands",28.0-28.0 EUR
Sátyr,Green Lung & Unto Others,2025-02-20,19:00:00,Glasgow Garage,"Glasgow, Great Britain",22.5-22.5 GBP
Sátyr,Green Lung - Heathen Neverlands UK Tour 2025,2025-02-21,18:00:00,O2 Ritz Manchester,"Manchester, Great Britain",23.5-23.5 GBP
Skillibeng,Skillibeng Live In Concert,2024-11-23,22:30:00,REBEL,"Toronto, Canada",N/A
Skillibeng,Live in Winnipeg!  Skillibeng,2024-11-21,21:00:00,Exchange Event Centre,"Winnipeg, Canada",54.71-76.57 CAD
Skillibeng,Nicki Minaj Presents: Pink Friday 2 World Tour,2024-10-11,21:00:00,UBS Arena,"Belmont Park, United States Of America",53.5-293.5 USD
Morad,Morad,2025-02-02,19:30:00,Roundhouse,"London, Great Britain",35.0-35.0 GBP
Morad,Morad,2025-02-07,20:00:00,ING ARENA,"Brussels, Belgium",N/A
Morad,Morad,2025-02-21,20:00:00,N/A,"Genève, Switzerland",N/A
Morad,Morad,2025-02-22,20:00:00,The Hall Zürich,"Dübendorf, Switzerland",N/A
Morad,Morad - Euro Tour 2025,2025-02-05,20:00:00,Mitsubishi Electric HALLE,"Düsseldorf, Germany",40.0-40.0 EUR
Morad,Morad - EURO TOUR 2025,2025-02-09,20:00:00,N/A,"Amsterdam, Netherlands",N/A
Morad,Morad - Euro Tour 2025,2025-02-10,20:00:00,Inselpark Arena,"Hamburg, Germany",40.0-40.0 EUR
Morad,Morad - Euro Tour 2025,2025-02-16,20:00:00,Tempodrom,"Berlin, Germany",53.25-53.25 EUR
