artist,name,date,time,venue,location,price_range
Imagine Dragons,Imagine Dragons: LOOM WORLD TOUR,2024-10-22,19:00:00,Hollywood Bowl,"Hollywood, United States Of America",59.5-299.5 USD
Imagine Dragons,Imagine Dragons: LOOM WORLD TOUR,2024-10-26,19:00:00,Hollywood Bowl,"Hollywood, United States Of America",59.5-299.5 USD
Imagine Dragons,Imagine Dragons: LOOM WORLD TOUR,2024-10-23,19:00:00,Hollywood Bowl,"Hollywood, United States Of America",59.5-299.5 USD
Imagine Dragons,Imagine Dragons: LOOM WORLD TOUR,2024-10-15,19:00:00,Utah First Credit Union Amphitheatre,"West Valley City, United States Of America",34.5-199.5 USD
Imagine Dragons,Imagine Dragons: LOOM World Tour 2025,2025-07-25,17:00:00,Tottenham Hotspur Stadium,"London, Great Britain",50.0-5830.0 GBP
Imagine Dragons,Imagine Dragons: LOOM World Tour 2025,2025-07-26,17:00:00,Tottenham Hotspur Stadium,"London, Great Britain",50.0-5830.0 GBP
Imagine Dragons,Imagine Dragons: Live in Las Vegas,2024-12-31,21:30:00,The Venetian Theatre at The Venetian Resort,"Las Vegas, United States Of America",128.39-825.64 USD
Imagine Dragons,Imagine Dragons: LOOM WORLD TOUR,2024-10-17,19:00:00,Red Rocks Amphitheatre,"Morrison, United States Of America",N/A
Imagine Dragons,Imagine Dragons: LOOM WORLD TOUR Ft. LA Film Orchestra,2024-10-27,19:00:00,Hollywood Bowl,"Hollywood, United States Of America",39.5-299.5 USD
Imagine Dragons,Imagine Dragons: LOOM WORLD TOUR,2024-10-17,19:00:00,Red Rocks Amphitheatre,"Morrison, United States Of America",N/A
Imagine Dragons,Imagine Dragons: LOOM World Tour,2025-06-03,N/A,N/A,"Tallinn, Estonia",109.0-159.0 EUR
Imagine Dragons,IMAGINE DRAGONS: LOOM World Tour,2025-06-09,16:00:00,Letiště Praha Letňany,"Praha 9, Czech Republic",1890.0-5894.0 CZK
Imagine Dragons,IMAGINE DRAGONS: LOOM World Tour,2025-06-11,16:00:00,Letiště Praha Letňany,"Praha 9, Czech Republic",1890.0-4900.0 CZK
Imagine Dragons,Imagine Dragons: LOOM World Tour,2025-06-28,21:30:00,Estadio Riyadh Air Metropolitano,"Madrid, Spain",65.0-260.0 EUR
Imagine Dragons,Imagine Dragons: LOOM World Tour,2025-07-01,21:30:00,Estadi Olímpic Lluis Companys,"Barcelona, Spain",65.0-305.0 EUR
Imagine Dragons,Imagine Dragons: LOOM World Tour,2025-07-09,20:00:00,Johan Cruijff ArenA,"Amsterdam, Netherlands",67.2-305.22 EUR
Imagine Dragons,Imagine Dragons: LOOM World Tour,2025-07-14,20:00:00,N/A,"København K, Denmark",750.0-950.0 DKK
El Alfa,El Alfa,2024-11-20,20:00:00,Texas Trust CU Theatre,"Grand Prairie, United States Of America",N/A
El Alfa,El Alfa,2024-11-23,20:00:00,Criterion Theater - Oklahoma City,"Oklahoma City, United States Of America",N/A
El Alfa,El Alfa,2024-11-21,20:00:00,JJ's Beer Garden & Brewing Co.,"Fayetteville, United States Of America",N/A
El Alfa,El Alfa,2024-11-27,20:00:00,Kaseya Center,"Miami, United States Of America",N/A
El Alfa,El Alfa,2024-12-05,20:00:00,Prudential Center,"Newark, United States Of America",N/A
El Alfa,El Alfa - El Mejor Del Planeta,2024-11-27,20:00:00,Kaseya Center,"Miami, United States Of America",37.24-207.24 USD
El Alfa,El Alfa - El Mejor Del Planeta,2024-12-05,20:00:00,Prudential Center,"Newark, United States Of America",45.99-295.99 USD
El Alfa,El Alfa: El Mejor Del Planeta,2024-12-07,20:00:00,Total Mortgage Arena,"Bridgeport, United States Of America",39.0-179.0 USD
El Alfa,El Alfa - El Mejor Del Planeta,2024-11-30,20:00:00,Atlanta Coliseum,"Duluth, United States Of America",52.0-302.0 USD
El Alfa,El Alfa - El Mejor Del Planeta,2024-11-29,20:00:00,Yuengling Center,"Tampa, United States Of America",38.24-198.24 USD
El Alfa,El Alfa - El Mejor Del Planeta,2024-12-08,20:00:00,EagleBank Arena,"Fairfax, United States Of America",47.99-197.99 USD
El Alfa,El Alfa: El Mejor Del Planeta,2024-11-24,19:30:00,The Factory,"Saint Louis, United States Of America",44.5-159.5 USD
El Alfa,El Alfa Suite Guest Passes,2024-12-05,20:00:00,Prudential Center,"Newark, United States Of America",N/A
El Alfa,Food & Beverage Credit - El Alfa,2024-12-07,20:00:00,Total Mortgage Arena,"N/A, United States Of America",N/A
El Alfa,El Alfa: El Mejor Del Planeta - Suite & Premium Seating,2024-12-07,20:00:00,Total Mortgage Arena,"Bridgeport, United States Of America",N/A
El Alfa,El Alfa: El Mejor Del Planeta - Suite & Premium,2024-12-07,20:00:00,Total Mortgage Arena,"Bridgeport, United States Of America",N/A
Playboi Carti,Playboi Carti,2026-01-06,19:30:00,Chase Center,"San Francisco, United States Of America",59.5-356.5 USD
Playboi Carti,Playboi Carti,2026-01-06,19:30:00,Kaseya Center,"Miami, United States Of America",44.75-325.0 USD
Playboi Carti,Playboi Carti,2026-01-06,19:30:00,Climate Pledge Arena,"Seattle, United States Of America",49.5-380.5 USD
Playboi Carti,Playboi Carti,2026-01-06,19:30:00,Gainbridge Fieldhouse,"Indianapolis, United States Of America",45.5-300.0 USD
Playboi Carti,Playboi Carti,2026-01-06,19:30:00,Veterans Memorial Coliseum,"Portland, United States Of America",55.5-350.0 USD
Playboi Carti,Playboi Carti,2024-12-31,19:30:00,United Center,"Chicago, United States Of America",N/A
Playboi Carti,Playboi Carti,2024-12-31,19:30:00,Moody Center,"N/A, N/A",N/A
Playboi Carti,Playboi Carti,2024-12-31,19:30:00,Moody Center,"N/A, N/A",N/A
Playboi Carti,Playboi Carti,2025-12-31,19:30:00,Climate Pledge Arena,"Seattle, United States Of America",N/A
Playboi Carti,Playboi Carti,2026-01-06,19:30:00,Ball Arena,"Denver, United States Of America",N/A
Playboi Carti,Playboi Carti,2026-01-06,19:30:00,Ball Arena,"Denver, United States Of America",N/A
Playboi Carti,Playboi Carti,2026-01-06,19:30:00,State Farm Arena,"N/A, N/A",N/A
Playboi Carti,PLAYBOI CARTI,2026-01-06,19:30:00,State Farm Arena,"N/A, N/A",N/A
Playboi Carti,Playboi Carti - Suites,2026-01-06,19:30:00,Ball Arena,"Denver, United States Of America",N/A
Playboi Carti,PLAYBOI CARTI Luxury,2026-01-28,19:30:00,Spectrum Center,"Charlotte, United States Of America",N/A
Playboi Carti,Playboi Carti Access Passes,2026-01-28,19:30:00,Spectrum Center,"Charlotte, United States Of America",N/A
Playboi Carti,Playboi Carti Suite Guest Passes,2025-12-31,19:30:00,Climate Pledge Arena,"Seattle, United States Of America",N/A
Playboi Carti,Rolling Loud,2024-12-13,N/A,Hard Rock Stadium,"Miami, United States Of America",N/A
Playboi Carti,Suites - Playboi Carti,2099-01-10,19:30:00,Wells Fargo Center,"Philadelphia, United States Of America",N/A
Playboi Carti,Playboi Carti,2999-01-10,19:30:00,Wells Fargo Center,"Philadelphia, United States Of America",N/A
Pete Rock & C.L. Smooth,Pete Rock,2024-10-19,18:00:00,Electric Brixton,"London, Great Britain",N/A
Pete Rock & C.L. Smooth,The Heels Have Eyes 3,2024-11-02,19:00:00,UIC Dorin Forum,"Chicago, United States Of America",60.0-120.0 USD
Pete Rock & C.L. Smooth,A Holiday Oldies Spectacular,2024-12-08,17:00:00,St. George Theatre,"Staten Island, United States Of America",49.0-89.0 USD
Pete Rock & C.L. Smooth,Clean Pete's Kerstshow,2024-12-18,20:30:00,SPOT / De Oosterpoort,"Groningen, Netherlands",23.7-23.7 EUR
Pete Rock & C.L. Smooth,Pete Murray w/ Special Guests,2025-01-03,18:00:00,The Station SC,"Birtinya, Australia",N/A
Pete Rock & C.L. Smooth,The Drop: Pete Yorn,2024-10-17,19:30:00,The GRAMMY Museum,"Los Angeles, United States Of America",N/A-N/A USD
Pete Rock & C.L. Smooth,Pete Murray w/ Special Guests,2024-12-21,20:00:00,Waves,"Towradgi, Australia",N/A
Pete Rock & C.L. Smooth,SummerSalt 2025: Pete Murray and Eskimo Joe,2025-01-12,11:00:00,Hotel Rottnest,"Rottnest Island, Australia",112.07-112.07 AUD
Pete Rock & C.L. Smooth,Pete & Bas,2024-10-28,19:00:00,White Rock Theatre,"Hastings, Great Britain",N/A
Pete Rock & C.L. Smooth,The Undertones & Special Guest Pete Wylie & the Mighty Wah,2024-10-26,19:00:00,Southampton 1865,"Southampton, Great Britain",N/A
Pete Rock & C.L. Smooth,SORRY PETE,2024-12-14,21:00:00,Spot 1 Grill & Music Hall,"Brampton, Canada",9.37-9.37 CAD
Pete Rock & C.L. Smooth,The Elvis Concert featuring Pete Paquette,2024-12-31,22:00:00,Casino Nova Scotia - The Bruce Guthro Theatre,"Halifax, Canada",57.49-57.49 CAD
Pete Rock & C.L. Smooth,Blank Space - Taylor Swift Tribute,2024-11-09,20:00:00,Cactus Petes Resort Casino Gala Showroom,"Jackpot, United States Of America",40.0-45.0 USD
Pete Rock & C.L. Smooth,Blank Space - Taylor Swift Tribute,2024-11-08,21:00:00,Cactus Petes Resort Casino Gala Showroom,"Jackpot, United States Of America",40.0-45.0 USD
Pete Rock & C.L. Smooth,The Warren Haynes Band - MILLION VOICES WHISPER TOUR,2024-10-11,20:00:00,The Capitol Theatre,"Port Chester, United States Of America",42.5-253.75 USD
Pete Rock & C.L. Smooth,Handpicked Festival 2024,2024-11-09,13:00:00,"Lake Breeze, Langhorne Creek","Langhorne Creek, Australia",N/A
Jacob Forever,Cubatonazo,2024-11-16,20:00:00,Hard Rock Live,"Hollywood, United States Of America",45.0-275.0 USD
The Cranberries,Linger: A Tribute to The Cranberries,2025-01-18,19:00:00,Genesee Theatre,"Waukegan, United States Of America",30.0-40.0 USD
The Cranberries,"Torch the Hive, Cranberry Batcave, Carnivore Mommy, Magicks",2024-11-17,20:00:00,Reggie's Music Joint,"Chicago, United States Of America",N/A
Ed Sheeran,Ed Sheeran Experience,2025-04-20,18:00:00,Gleneagle INEC Arena,"Co. Kerry, Ireland",31.5-31.5 EUR
Ed Sheeran,The Ed Sheeran Experience - Tribute,2025-01-31,19:00:00,O2 City Hall Newcastle,"Newcastle Upon Tyne, Great Britain",24.1-24.1 GBP
Ed Sheeran,Ed Sheeran +-=÷x EUROPEAN TOUR 2025,2025-05-30,21:00:00,Estadio Riyadh Air Metropolitano,"Madrid, Spain",28.5-130.5 EUR
Ed Sheeran,Ed Sheeran +-=÷x EUROPEAN TOUR 2025,2025-05-31,21:00:00,Estadio Riyadh Air Metropolitano,"Madrid, Spain",28.5-130.5 EUR
Ed Sheeran,Ed Sheeran +-=÷x EUROPEAN TOUR 2025,2025-08-07,18:00:00,Middenvijver Linkeroever,"Antwerp, Belgium",100.0-100.0 EUR
Ed Sheeran,Ed Sheeran +-=÷x EUROPEAN TOUR 2025,2025-08-08,18:00:00,Middenvijver Linkeroever,"Antwerp, Belgium",100.0-100.0 EUR
Ed Sheeran,Ed Sheeran +-=÷X  EUROPEAN TOUR 2025,2025-08-22,N/A,Strawberry Arena,"Stockholm, Sweden",380.0-1300.0 SEK
Ed Sheeran,Ed Sheeran +-=÷X  EUROPEAN TOUR 2025,2025-08-23,N/A,Strawberry Arena,"Stockholm, Sweden",380.0-1300.0 SEK
Ed Sheeran,It's Christmas! A Tribute to Elton John & Ed Sheeran,2024-12-07,19:30:00,The Studio,"Hamilton, Canada",50.85-62.25 CAD
Ed Sheeran,The Rock and Roll Playhouse: Music of Ed Sheeran for Kids!,2024-11-17,12:00:00,The Studio at Mizner Park,"Boca Raton, United States Of America",17.0-17.0 USD
Slow J,Warmduscher + More - Friday At Mutations 2024,2024-11-08,14:00:00,Various Brighton Venues,"Brighton, Great Britain",N/A
Slow J,Mutations Festival 2024 - Weekend Ticket,2024-11-08,14:00:00,Various Brighton Venues,"Brighton, Great Britain",N/A
Slow J,Mutations Festival 2024 - All Week Ticket,2024-11-05,17:00:00,Various Brighton Venues,"Brighton, Great Britain",N/A
MC Rick,Ricky Montgomery: One Rick to Rule Them All Tour,2024-10-12,19:00:00,Roxian Theatre,"Mc Kees Rocks, United States Of America",27.5-55.0 USD
Olly,Olly Alexander,2025-03-24,N/A,Cirque Royal - Koninklijk Circus,"Brussels, Belgium",32.0-136.0 EUR
Olly,Olly Alexander,2025-03-29,20:00:00,N/A,"Zürich, Switzerland",N/A
Olly,Olly Murs,2025-04-24,19:00:00,Plymouth Pavilions,"Plymouth, Great Britain",56.1-166.65 GBP
Olly,Olly Murs,2025-04-26,18:30:00,The Brighton Centre,"Brighton, Great Britain",0.0-150.0 GBP
Olly,Olly Murs,2025-04-27,18:30:00,Connexin Live,"Hull, Great Britain",35.0-150.0 GBP
Olly,Olly Murs,2025-05-02,18:30:00,OVO Hydro,"Glasgow, Great Britain",0.0-150.0 GBP
Olly,Olly Murs,2025-05-03,18:30:00,"P&J Live, Aberdeen","Aberdeen, Great Britain",167.5-167.5 GBP
Olly,Olly Murs,2025-05-04,18:00:00,Utilita Arena Newcastle,"Newcastle Upon Tyne, Great Britain",35.0-150.0 GBP
Olly,Olly Murs,2025-05-06,18:30:00,Motorpoint Arena Nottingham,"Nottingham, Great Britain",35.0-150.0 GBP
Olly,Olly Murs,2025-05-08,18:30:00,Co-op Live,"Manchester, Great Britain",0.0-150.0 GBP
Olly,Olly Murs,2025-05-09,18:00:00,First Direct Arena,"Leeds, Great Britain",35.0-150.0 GBP
Olly,Olly Murs,2025-05-12,18:30:00,Utilita Arena Cardiff,"Cardiff, Great Britain",0.0-150.0 GBP
Olly,Olly Murs,2025-05-13,18:30:00,Utilita Arena Cardiff,"Cardiff, Great Britain",0.0-150.0 GBP
Olly,Olly Murs,2025-05-15,18:30:00,M&S Bank Arena Liverpool,"Liverpool, Great Britain",35.0-150.0 GBP
Olly,Olly Murs,2025-05-16,18:00:00,bp pulse LIVE,"Birmingham, Great Britain",N/A
Olly,Olly Murs,2025-05-17,18:30:00,The O2,"London, Great Britain",35.0-150.0 GBP
Olly,Olly Murs,2025-05-18,18:00:00,"OVO Arena, Wembley","London, Great Britain",35.0-150.0 GBP
Olly,Olly Murs,2025-05-22,18:30:00,OVO Hydro,"Glasgow, Great Britain",0.0-150.0 GBP
Olly,Olly Murs,2025-05-23,19:00:00,AO Arena,"Manchester, Great Britain",0.0-150.0 GBP
Olly,Olly Murs,2025-05-24,18:00:00,bp pulse LIVE,"Birmingham, Great Britain",N/A
Nice & Smooth,The Nice Guys,2024-10-25,19:00:00,Indiana University Cinema,"Bloomington, United States Of America",N/A
Nice & Smooth,Naughty & Nice: Les-Bash,2024-12-07,22:00:00,Thundercat Lounge,"Phoenix, United States Of America",10.0-120.0 USD
Nice & Smooth,"Babe Rainbow, Camille Jansen, Very Nice Person",2024-10-19,20:00:00,Music Box,"San Diego, United States Of America",41.25-161.95 USD
Nice & Smooth,"Sharp Four ""Wicked Witches"" Costume Halloween Party w/ Lattitude, Nice Vice & Jessie Vickery",2024-10-25,19:00:00,Supermarket,"Toronto, Canada",16.48-16.48 CAD
Nice & Smooth,Babe Rainbow,2024-10-25,18:30:00,Outset,"Chicago, United States Of America",25.0-25.0 USD
Nice & Smooth,Babe Rainbow,2024-10-20,20:00:00,The Bellwether,"Los Angeles, United States Of America",26.0-26.0 USD
Nice & Smooth,Babe Rainbow,2024-10-23,19:00:00,Brooklyn Made,"Brooklyn, United States Of America",30.0-30.0 USD
Nice & Smooth,SWEDISH HOUSE MAFIA hosted by Will Ferrell,2024-10-26,20:00:00,Wintrust Arena,"Chicago, United States Of America",40.0-279.5 USD
Nice & Smooth,WBLS 50th Anniversary With DJ Cassidy's Pass The Mic Live!,2024-11-08,20:00:00,Prudential Center,"Newark, United States Of America",76.5-176.5 USD
Nice & Smooth,Mercy Union - Glasgow,2024-10-22,19:30:00,Nice n Sleazy,"Glasgow, Great Britain",N/A
Nice & Smooth,Kim Churchill,2024-11-12,19:30:00,Nice n Sleazy,"Glasgow, Great Britain",N/A
Parliament Funkadelic,Parliament Funkadelic w/ George Clinton,2024-10-11,20:00:00,Osage Casino Hotel - Tulsa,"Tulsa, United States Of America",N/A
Parliament Funkadelic,III Points,2024-10-18,N/A,Mana Wynwood Convention Center,"Miami, United States Of America",N/A
Myke Towers,Myke Towers,2024-10-13,20:00:00,Hartford HealthCare Amp,"Bridgeport, United States Of America",N/A
Myke Towers,Myke Towers,2024-10-13,20:00:00,Hartford HealthCare Amp,"Bridgeport, United States Of America",N/A
Myke Towers,Myke Towers,2024-10-16,20:00:00,Kaseya Center,"Miami, United States Of America",N/A
Myke Towers,Myke Towers,2024-10-17,20:00:00,Kia Center,"Orlando, United States Of America",N/A
Myke Towers,Myke Towers,2024-10-17,20:00:00,Kia Center,"Orlando, United States Of America",N/A
Myke Towers,Myke Towers,2024-10-17,20:00:00,Kia Center,"Orlando, United States Of America",N/A
Myke Towers,Myke Towers,2024-10-17,20:00:00,Kia Center,"Orlando, United States Of America",N/A
Myke Towers,Myke Towers,2025-10-13,20:00:00,Hartford HealthCare Amp,"Bridgeport, United States Of America",N/A
Myke Towers,Suites: Myke Towers,2024-10-30,20:00:00,SAP Center at San Jose,"San Jose, United States Of America",N/A
Myke Towers,Myke Towers: POSTPONED,2025-06-30,20:00:00,Barclays Center,"Brooklyn, United States Of America",N/A
Myke Towers,Guest Pass - Myke Towers,2024-10-16,20:00:00,General Admission,"Miami, United States Of America",N/A
Myke Towers,Myke Towers: (Suite) POSTPONED,2025-06-30,20:00:00,Barclays Center - Suites,"Brooklyn, United States Of America",N/A
Myke Towers,Myke Towers: POSTPONED- suite&premium,2025-10-30,20:00:00,Hartford HealthCare Amphitheat,"Bridgeport, United States Of America",N/A
Myke Towers,Myke Towers: La Pantera Negra Tour,2024-10-22,20:00:00,Bellco Theatre,"Denver, United States Of America",N/A
Myke Towers,Myke Towers: La Pantera Negra Tour,2024-10-24,20:00:00,Smart Financial Centre at Sugar Land,"Sugar Land, United States Of America",N/A
Myke Towers,Myke Towers: La Pantera Negra Tour,2024-10-22,20:00:00,Bellco Theatre,"Denver, United States Of America",N/A
Myke Towers,Myke Towers: La Pantera Negra Tour,2024-10-24,20:00:00,Smart Financial Centre at Sugar Land,"Sugar Land, United States Of America",N/A
Miguel,Miguel Mateos,2024-11-14,20:30:00,Teatro Metropolitan,"México, Mexico",400.0-2000.0 MXN
Miguel,Miguel Mateos,2024-11-15,21:00:00,Teatro Diana (GDL),"Guadalajara, Mexico",400.0-1300.0 MXN
Miguel,Luis Miguel,2024-11-30,21:00:00,Estadio GNP Seguros,"Cdmx, Mexico",500.0-7560.0 MXN
Miguel,Amanda Miguel,2025-04-06,19:00:00,Auditorio Nacional,"Ciudad de México, Mexico",200.0-1400.0 MXN
Miguel,Miguel Zenon,2025-04-11,19:30:00,Dean Lesher Regional Center for the Arts- Hofmann,"Walnut Creek, United States Of America",N/A
Miguel,Miguel Zenón & Louis Perdomo,2025-04-26,20:00:00,Kupferberg Center for the Arts,"Queens, United States Of America",30.0-40.0 USD
Miguel,LUIS MIGUEL ETERNO - 2DA TEMPORADA - EL MEJOR TRIBUTO,2024-10-13,21:30:00,N/A,"N/A, N/A",N/A-N/A EUR
Miguel,LUIS MIGUEL ETERNO - 2DA TEMPORADA - EL MEJOR TRIBUTO,2024-10-20,21:30:00,N/A,"N/A, N/A",N/A-N/A EUR
Miguel,LUIS MIGUEL ETERNO - 2DA TEMPORADA - EL MEJOR TRIBUTO,2024-10-27,21:30:00,N/A,"N/A, N/A",N/A-N/A EUR
Miguel,LUIS MIGUEL ETERNO - 2DA TEMPORADA - EL MEJOR TRIBUTO,2024-11-10,21:30:00,N/A,"N/A, N/A",N/A-N/A EUR
Miguel,LUIS MIGUEL ETERNO - 2DA TEMPORADA - EL MEJOR TRIBUTO,2024-11-17,21:30:00,N/A,"N/A, N/A",N/A-N/A EUR
Miguel,LUIS MIGUEL ETERNO - 2DA TEMPORADA - EL MEJOR TRIBUTO,2024-11-24,21:30:00,N/A,"N/A, N/A",N/A-N/A EUR
Miguel,"Hasta Que Me Olvides, Pasión por Luis Miguel",2024-12-20,20:30:00,Teatro Metropolitan,"México, Mexico",200.0-1700.0 MXN
Miguel,"Raymond & Miguel - Los Reyes Del Humor, special guest Josue ""Comedy""",2024-10-20,20:00:00,The Wind Creek Event Center ,"Bethlehem, United States Of America",40.0-139.0 USD
Miguel,Leyendas de la Bachata Presents,2024-11-02,20:00:00,Premier Theater at Foxwoods Resort Casino,"Ledyard, United States Of America",39.0-159.0 USD
Miguel,Leyendas de la Bachata,2024-11-09,20:00:00,Ritz Theatre,"Elizabeth, United States Of America",39.0-129.0 USD
Miguel,Besame Mucho,2024-12-21,11:00:00,Dodger Stadium,"Los Angeles, United States Of America",N/A
Nelly,Nelly / Tiera Kennedy,2024-12-14,20:00:00,Choctaw Grand Theater,"Durant, United States Of America",79.0-99.0 USD
Nelly,Nelly / Tiera Kennedy,2024-12-13,20:00:00,Choctaw Grand Theater,"Durant, United States Of America",79.0-99.0 USD
Nelly,Suites Friday Feb 21 7pm Nelly,2025-02-21,19:00:00,Frost Bank Center,"San Antonio, United States Of America",N/A
Nelly,San Antonio Stock Show & Rodeo Semi-Finals 2 Followed By Nelly,2025-02-21,19:00:00,Frost Bank Center,"San Antonio, United States Of America",35.0-100.0 USD
Nelly,INVICTUS GAMES Vancouver Whistler 2025 - Opening Ceremony ,2025-02-08,13:00:00,BC Place,"Vancouver, Canada",40.37-279.99 CAD
Nelly,Acadia Music Fest,2024-10-19,12:00:00,Acadia Plantation,"Thibodaux, United States Of America",N/A-N/A USD
Nelly,ONE MusicFest,2024-10-26,N/A,PIEDMONT PARK,"Atlanta, United States Of America",N/A
Hozier,Summersalt - HOZIER,2024-11-10,12:00:00,Torquay Common,"Torquay , Australia",93.05-143.05 AUD
Hozier,Summersalt - HOZIER,2024-11-16,13:00:00,Roche Estate,"Pokolbin, Australia",93.05-282.95 AUD
Hozier,Hozier - Unreal Unearth Tour 2024,2024-11-18,18:00:00,Riverstage ,"Brisbane, Australia",140.5-140.5 AUD
Hozier,Hozier - Unreal Unearth Tour 2024,2024-11-20,20:00:00,Spark Arena,"Auckland, New Zealand",90.05-148.1 NZD
Hozier,Hozier - RELOCATED TO ADELAIDE ENTERTAINMENT CENTRE,2024-11-08,20:00:00,The Drive,"Adelaide, Australia",183.28-183.28 AUD
Childish Gambino,Childish Gambino,2024-11-26,20:00:00,AO Arena,"Manchester, Great Britain",0.0-349.0 GBP
Childish Gambino,Childish Gambino,2024-11-12,20:00:00,O2 Arena,"Praha 9, Czech Republic",1490.0-4242.0 CZK
Childish Gambino,Childish Gambino,2024-11-24,20:00:00,Ziggo Dome,"Amsterdam, Netherlands",49.84-240.5 EUR
Childish Gambino,Childish Gambino - The New World Tour,2026-09-08,20:00:00,Chase Center,"San Francisco, United States Of America",109.5-299.5 USD
Childish Gambino,Childish Gambino - The New World Tour,2026-09-08,20:00:00,United Center,"Chicago, United States Of America",54.5-264.5 USD
Childish Gambino,Childish Gambino - The New World Tour,2026-09-08,20:00:00,Moda Center,"Portland, United States Of America",55.5-195.5 USD
Childish Gambino,Childish Gambino - The New World Tour,2024-10-04,20:00:00,Footprint Center,"Phoenix, United States Of America",54.5-244.5 USD
Childish Gambino,Suites - Childish Gambino,2024-10-29,20:00:00,Xcel Energy Center,"Saint Paul, United States Of America",N/A
Childish Gambino,Childish Gambino - POSTPONED,2025-03-31,20:00:00,Scotiabank Saddledome Suites,"N/A, N/A",N/A
Childish Gambino,Rental: Childish Gambino,2025-09-11,20:00:00,American Airlines Center,"Dallas, United States Of America",N/A
Childish Gambino,Childish Gambino - The New World Tour,2026-09-08,19:00:00,Climate Pledge Arena,"Seattle, United States Of America",54.0-274.0 USD
Childish Gambino,Childish Gambino - The New World Tour,2026-09-08,20:00:00,Ball Arena,"Denver, United States Of America",59.5-249.5 USD
Childish Gambino,Childish Gambino - The New World Tour,2026-09-08,20:00:00,Xcel Energy Center,"Saint Paul, United States Of America",59.5-249.5 USD
Childish Gambino,Childish Gambino | VIP Packages,2024-11-24,20:00:00,Ziggo Dome,"Amsterdam, Netherlands",222.88-324.0 EUR
Childish Gambino,POSTPONED: SUITES:  Childish Gambino,2025-09-11,20:00:00,American Airlines Center,"Dallas, United States Of America",N/A
Childish Gambino,Club Level Seating: Childish Gambino,2026-09-08,20:00:00,Ball Arena,"Denver, United States Of America",89.5-89.5 USD
Childish Gambino,PREMIUM SEATING: CHILDISH GAMBINO,2026-09-08,19:00:00,ROGERS ARENA,"N/A, Can",N/A
Childish Gambino,Childish Gambino: The New World Tour,2024-11-28,18:30:00,OVO Hydro,"Glasgow, Great Britain",0.0-349.0 GBP
Childish Gambino,Childish Gambino: The New World Tour,2024-11-30,18:30:00,The O2,"London, Great Britain",55.0-135.0 GBP
Childish Gambino,Childish Gambino: The New World Tour,2024-12-01,18:00:00,The O2,"London, Great Britain",55.0-135.0 GBP
Mago de Oz,Mago De Oz,2024-10-13,19:30:00,House of Blues Chicago,"Chicago, United States Of America",35.0-35.0 USD
Mago de Oz,Mago De Oz,2024-10-20,19:00:00,Lowbrow Palace,"El Paso, United States Of America",N/A
Mago de Oz,Mago De Oz,2024-10-20,19:00:00,Lowbrow Palace,"El Paso, United States Of America",N/A
Mago de Oz,El Mago De Oz,2024-10-13,16:30:00,Teatro Tepeyac,"México, Mexico",250.0-250.0 MXN
Mago de Oz,El Mago De Oz,2024-10-20,12:00:00,Teatro Tepeyac,"México, Mexico",250.0-250.0 MXN
Mago de Oz,El Mago De Oz,2024-10-27,16:30:00,Teatro Tepeyac,"México, Mexico",250.0-250.0 MXN
Mago de Oz,El Mago De Oz,2024-11-10,16:30:00,Teatro Tepeyac,"México, Mexico",250.0-250.0 MXN
Mago de Oz,El Mago De Oz,2024-11-16,14:00:00,Teatro Tepeyac,"México, Mexico",250.0-250.0 MXN
Mago de Oz,El Mago De Oz,2024-11-24,12:00:00,Teatro Tepeyac,"México, Mexico",250.0-250.0 MXN
Mago de Oz,El Mago De Oz,2024-11-30,14:00:00,Teatro Tepeyac,"México, Mexico",250.0-250.0 MXN
Mago de Oz,El Mago De Oz,2024-12-07,16:00:00,Teatro Tepeyac,"México, Mexico",250.0-250.0 MXN
Mago de Oz,El Mago De Oz,2024-12-15,14:30:00,Teatro Tepeyac,"México, Mexico",250.0-250.0 MXN
Mago de Oz,El Mago De Oz,2024-12-28,14:00:00,Teatro Tepeyac,"México, Mexico",250.0-250.0 MXN
Mago de Oz,Tributo Mago de Oz,2025-01-18,21:00:00,Foro Tims,"Col. Centro Monterrey, Mexico",200.0-200.0 MXN
Mago de Oz,Mago De Oz: Feliz No Cumpleaños Tour,2024-11-02,20:00:00,YouTube Theater,"Inglewood, United States Of America",40.0-129.5 USD
Mago de Oz,Mago De Oz: Feliz No Cumpleaños Tour,2024-10-17,19:00:00,House of Blues Dallas ,"Dallas, United States Of America",59.5-89.5 USD
Mago de Oz,Mago De Oz: Feliz No Cumpleaños Tour,2024-10-30,20:00:00,The Fillmore,"San Francisco, United States Of America",59.5-59.5 USD
Mago de Oz,Mago De Oz: Feliz No Cumpleanos Tour,2024-10-18,19:00:00,House of Blues Houston,"Houston, United States Of America",49.5-59.5 USD
Mago de Oz,Mago De Oz: Feliz No Cumpleaños Tour,2024-10-24,19:00:00,House of Blues Las Vegas ,"Las Vegas, United States Of America",62.0-102.0 USD
Mago de Oz,Mago De Oz: Feliz No Cumpleaños Tour,2024-10-22,20:00:00,The Van Buren,"Phoenix, United States Of America",39.5-69.5 USD
Isaac Delusion,Isaac Delusion,2024-11-21,18:00:00,The Echo,"Los Angeles, United States Of America",19.5-19.5 USD
Isaac Delusion,Isaac Delusion,2024-11-02,22:00:00,Babylon,"İstanbul, Turkey",N/A
