artist,name,date,time,venue,location,price_range,source_date,city,country,min_price_EUR,max_price_EUR
Kane Brown,Kane Brown: Don't Listen To Me,18-10-2024,20:00:00,Redgrave Theatre,"Bristol, Great Britain",18.5-33.5 GBP,20241011,Bristol,Great Britain,21.46,38.86
Kane Brown,Kane Brown: Don't Listen To Me,19-10-2024,20:00:00,The Y Theatre,"Leicester, Great Britain",18.5-33.5 GBP,20241011,Leicester,Great Britain,21.46,38.86
Kane Brown,Kane Brown: Don't Listen To Me,26-10-2024,20:00:00,The Riverfront,"Newport, Great Britain",18.5-33.5 GBP,20241011,Newport,Great Britain,21.46,38.86
Kane Brown,Kane Brown: Don't Listen To Me,26-10-2024,16:00:00,The Riverfront,"Newport, Great Britain",18.5-33.5 GBP,20241011,Newport,Great Britain,21.46,38.86
Kane Brown,Kane Brown: Don't Listen To Me,27-10-2024,20:00:00,Leadmill,"Sheffield, Great Britain",17.5-32.5 GBP,20241011,Sheffield,Great Britain,20.3,37.7
Kane Brown,Kane Brown: Don't Listen To Me,30-10-2024,20:00:00,Brighton Komedia,"Brighton, Great Britain",17.5-32.5 GBP,20241011,Brighton,Great Britain,20.3,37.7
Kane Brown,Kane Brown: Don't Listen To Me,06-11-2024,20:00:00,Bath Komedia,"Bath, Great Britain",18.15-34.65 GBP,20241011,Bath,Great Britain,21.05,40.19
Kane Brown,Kane Brown: Don't Listen To Me,07-11-2024,20:00:00,Epsom Playhouse,"Epsom, Great Britain",18.15-34.65 GBP,20241011,Epsom,Great Britain,21.05,40.19
Kane Brown,Kane Brown: Don't Listen To Me,08-11-2024,20:00:00,Grove Theatre,"Dunstable, Great Britain",21.25-37.75 GBP,20241011,Dunstable,Great Britain,24.65,43.79
Kane Brown,Kane Brown - In the Air Tour,14-11-2024,18:00:00,Spark Arena,"Auckland, New Zealand",105.88-411.73 NZD,20241011,Auckland,New Zealand,60.35,234.69
Kane Brown,Kane Brown - Don't Listen To Me,15-11-2024,19:00:00,O2 Institute Birmingham,"Birmingham, Great Britain",17.5-32.5 GBP,20241011,Birmingham,Great Britain,20.3,37.7
Kane Brown,Kane Brown: Don't Listen To Me,16-11-2024,20:00:00,Reading Concert Hall,"Reading, Great Britain",18.5-33.5 GBP,20241011,Reading,Great Britain,21.46,38.86
Kane Brown,Kane Brown: Don't Listen To Me,20-11-2024,20:00:00,Cardiff Glee Club,"Cardiff, Great Britain",17.5-32.5 GBP,20241011,Cardiff,Great Britain,20.3,37.7
Kane Brown,Kane Brown: Don't Listen To Me,23-11-2024,20:00:00,Royal Spa Centre,"Leamington Spa, Great Britain",18.5-33.5 GBP,20241011,Leamington Spa,Great Britain,21.46,38.86
Kane Brown,Kane Brown: Don't Listen To Me,24-11-2024,20:00:00,Wedgewood Rooms,"Portsmouth, Great Britain",17.5-32.5 GBP,20241011,Portsmouth,Great Britain,20.3,37.7
Kane Brown,Kane Brown: Don't Listen To Me,15-12-2024,19:30:00,Bush Hall,"London, Great Britain",20.0-35.0 GBP,20241011,London,Great Britain,23.2,40.6
Chris Brown,"Chris Brown | Live in Johannesburg, Breezy in South Africa",14-12-2024,19:00:00,FNB Stadium,"Johannesburg, South Africa",450.0-1300.0 ZAR,20241011,Johannesburg,South Africa,22.05,63.7
Chris Brown,"Chris Brown | Live in Johannesburg, Breezy in South Africa",15-12-2024,19:00:00,FNB Stadium,"Johannesburg, South Africa",450.0-5744.25 ZAR,20241011,Johannesburg,South Africa,22.05,281.47
Chris Brown,A CHARLIE BROWN CHRISTMAS BRUNCH: Performed by The Chris White Trio,30-11-2024,11:00:00,FITZGERALDS NIGHTCLUB,"Berwyn, United States Of America",10.0-60.0 USD,20241011,Berwyn,United States Of America,9.5,57.0
Chris Brown,A CHARLIE BROWN CHRISTMAS BRUNCH: Performed by The Chris White Trio,30-11-2024,13:00:00,FITZGERALDS NIGHTCLUB,"Berwyn, United States Of America",10.0-60.0 USD,20241011,Berwyn,United States Of America,9.5,57.0
Chris Brown,A CHARLIE BROWN CHRISTMAS BRUNCH: Performed by The Chris White Trio,01-12-2024,11:00:00,FITZGERALDS NIGHTCLUB,"Berwyn, United States Of America",10.0-60.0 USD,20241011,Berwyn,United States Of America,9.5,57.0
Chris Brown,A CHARLIE BROWN CHRISTMAS BRUNCH: Performed by The Chris White Trio,01-12-2024,13:00:00,FITZGERALDS NIGHTCLUB,"Berwyn, United States Of America",10.0-60.0 USD,20241011,Berwyn,United States Of America,9.5,57.0
Chris Brown,A CHARLIE BROWN CHRISTMAS BRUNCH: Performed by The Chris White Trio,14-12-2024,11:00:00,FITZGERALDS NIGHTCLUB,"Berwyn, United States Of America",10.0-60.0 USD,20241011,Berwyn,United States Of America,9.5,57.0
Chris Brown,A CHARLIE BROWN CHRISTMAS BRUNCH: Performed by The Chris White Trio,14-12-2024,13:00:00,FITZGERALDS NIGHTCLUB,"Berwyn, United States Of America",10.0-60.0 USD,20241011,Berwyn,United States Of America,9.5,57.0
Chris Brown,A Charlie Brown Christmas with Chris White Trio and Choir (Early),15-12-2024,18:00:00,SPACE,"Evanston, United States Of America",0.0-0.0 USD,20241011,Evanston,United States Of America,0.0,0.0
Chris Brown,A Charlie Brown Christmas with Chris White Trio and Choir (Late),15-12-2024,20:30:00,SPACE,"Evanston, United States Of America",0.0-0.0 USD,20241011,Evanston,United States Of America,0.0,0.0
Chris Brown,A Charlie Brown Christmas with Chris White Trio and Choir (Late),16-12-2024,21:30:00,SPACE,"Evanston, United States Of America",0.0-0.0 USD,20241011,Evanston,United States Of America,0.0,0.0
Chris Brown,A Charlie Brown Christmas with Chris White Trio and Choir (Early),16-12-2024,19:00:00,SPACE,"Evanston, United States Of America",0.0-0.0 USD,20241011,Evanston,United States Of America,0.0,0.0
Chris Brown,A CHARLIE BROWN CHRISTMAS BRUNCH: Performed by The Chris White Trio,21-12-2024,13:00:00,FITZGERALDS NIGHTCLUB,"Berwyn, United States Of America",10.0-60.0 USD,20241011,Berwyn,United States Of America,9.5,57.0
Chris Brown,A CHARLIE BROWN CHRISTMAS BRUNCH: Performed by The Chris White Trio,21-12-2024,11:00:00,FITZGERALDS NIGHTCLUB,"Berwyn, United States Of America",10.0-60.0 USD,20241011,Berwyn,United States Of America,9.5,57.0
Chris Brown,Country Bay Music Festival,09-11-2024,,Miami Marine Stadium,"Key Biscayne, United States Of America",,20241011,Key Biscayne,United States Of America,,
Alan Walker,Alan Walker,23-01-2025,21:00:00,Bayou Music Center,"Houston, United States Of America",39.5-69.5 USD,20241011,Houston,United States Of America,37.52,66.02
Alan Walker,Alan Walker,30-01-2025,19:30:00,The Fillmore Charlotte,"Charlotte, United States Of America",20.0-30.0 USD,20241011,Charlotte,United States Of America,19.0,28.5
Alan Walker,Alan Walker,15-02-2025,21:00:00,Byline Bank Aragon Ballroom,"Chicago, United States Of America",35.0-55.0 USD,20241011,Chicago,United States Of America,33.25,52.25
Alan Walker,Alan Walker,18-02-2025,20:00:00,The Sylvee,"Madison, United States Of America",29.5-104.5 USD,20241011,Madison,United States Of America,28.02,99.27
Alan Walker,Alan Walker,29-01-2025,20:00:00,Tabernacle,"Atlanta, United States Of America",44.5-65.0 USD,20241011,Atlanta,United States Of America,42.27,61.75
Alan Walker,Alan Walker,14-02-2025,19:00:00,The Fillmore Detroit,"Detroit, United States Of America",39.5-79.5 USD,20241011,Detroit,United States Of America,37.52,75.52
Alan Walker,Alan Walker,31-01-2025,21:00:00,Echostage,"Washington, United States Of America",50.0-65.0 USD,20241011,Washington,United States Of America,47.5,61.75
Alan Walker,Alan Walker,01-02-2025,21:00:00,Echostage,"Washington, United States Of America",50.0-65.0 USD,20241011,Washington,United States Of America,47.5,61.75
Alan Walker,Alan Walker,19-02-2025,19:30:00,The Factory,"Saint Louis, United States Of America",29.5-49.5 USD,20241011,Saint Louis,United States Of America,28.02,47.02
Alan Walker,Alan Walker,06-02-2025,21:00:00,LONDON MUSIC HALL,"London, Canada",45.0-60.0 CAD,20241011,London,Canada,31.05,41.4
Alan Walker,Alan Walker,22-03-2025,18:30:00,Alexandra Palace,"London, Great Britain",45.0-45.0 GBP,20241011,London,Great Britain,52.2,52.2
Alan Walker,Alan Walker,01-11-2024,21:30:00,Time Nightclub,"Costa Mesa, United States Of America",112.95-112.95 USD,20241011,Costa Mesa,United States Of America,107.3,107.3
Alan Walker,Alan Walker,22-01-2025,20:00:00,Boeing Center at Tech Port,"San Antonio, United States Of America",,20241011,San Antonio,United States Of America,,
Alan Walker,Alan Walker,07-02-2025,22:00:00,Rebel - ON,"Toronto, Canada",,20241011,Toronto,Canada,,
Alan Walker,ALAN WALKER,07-02-2025,22:00:00,Rebel,"Toronto, Canada",92.86-130.94 CAD,20241011,Toronto,Canada,64.07,90.35
Alan Walker,Alan Walker,13-02-2025,20:00:00,Stage AE,"Pittsburgh, United States Of America",,20241011,Pittsburgh,United States Of America,,
Alan Walker,Alan Walker,21-02-2025,21:00:00,Mission Ballroom,"Denver, United States Of America",,20241011,Denver,United States Of America,,
Alan Walker,Alan Walker,06-03-2025,20:30:00,Sala Razzmatazz 1,"Barcelona, Spain",30.0-30.0 EUR,20241011,Barcelona,Spain,30.0,30.0
Alan Walker,Alan Walker,15-03-2025,20:00:00,Forum Karlín,"Praha 8, Czech Republic",995.0-995.0 CZK,20241011,Praha 8,Czech Republic,39.8,39.8
Alan Walker,Alan Walker - Walker World presents Horror House,31-10-2024,20:00:00,Bill Graham Civic Auditorium,"San Francisco, United States Of America",49.5-59.5 USD,20241011,San Francisco,United States Of America,47.02,56.52
Travis Scott,Travis Scott: Circus Maximus Tour - Standard Tickets,22-10-2024,17:00:00,Marvel Stadium,"Docklands, Australia",0.0-282.62 AUD,20241011,Docklands,Australia,0.0,169.57
Travis Scott,Travis Scott: Circus Maximus Tour - Standard Tickets,23-10-2024,17:00:00,Marvel Stadium,"Docklands, Australia",0.0-282.62 AUD,20241011,Docklands,Australia,0.0,169.57
Travis Scott,Travis Scott: Circus Maximus Tour - Standard Tickets,31-10-2024,18:00:00,Eden Park,"Auckland, New Zealand",34.43-413.99 NZD,20241011,Auckland,New Zealand,19.63,235.97
Travis Scott,ONE MusicFest,26-10-2024,,PIEDMONT PARK,"Atlanta, United States Of America",,20241011,Atlanta,United States Of America,,
Travis Scott,Rolling Loud,13-12-2024,,Hard Rock Stadium,"Miami, United States Of America",,20241011,Miami,United States Of America,,
Gunna,Gunna,11-10-2024,23:00:00,LIV Miami,"Miami Beach, United States Of America",,20241011,Miami Beach,United States Of America,,
Gunna,GUNNA: Wun of Dem Nights,19-10-2024,21:00:00,The Anthem,"Washington, United States Of America",60.5-90.5 USD,20241011,Washington,United States Of America,57.47,85.97
Gunna,GUNNA: Wun of Dem Nights,21-10-2024,20:00:00,Brooklyn Paramount,"Brooklyn, United States Of America",70.5-100.5 USD,20241011,Brooklyn,United States Of America,66.97,95.47
Gunna,GUNNA: Wun of Dem Nights,22-10-2024,20:00:00,MGM Music Hall at Fenway,"Boston, United States Of America",40.5-100.5 USD,20241011,Boston,United States Of America,38.48,95.47
Gunna,GUNNA: Wun of Dem Nights,29-10-2024,20:00:00,713 Music Hall,"Houston, United States Of America",40.5-100.5 USD,20241011,Houston,United States Of America,38.48,95.47
Gunna,GUNNA: Wun of Dem Nights,04-11-2024,19:00:00,Hollywood Palladium,"Hollywood, United States Of America",60.5-100.5 USD,20241011,Hollywood,United States Of America,57.47,95.47
Gunna,GUNNA: Wun of Dem Nights,30-10-2024,20:00:00,South Side Ballroom,"Dallas, United States Of America",70.5-100.5 USD,20241011,Dallas,United States Of America,66.97,95.47
Gunna,GUNNA: Wun of Dem Nights,23-10-2024,20:00:00,Toyota Oakdale Theatre,"Wallingford, United States Of America",32.5-220.5 USD,20241011,Wallingford,United States Of America,30.88,209.47
Gunna,Power 99 Presents POWERHOUSE,25-10-2024,18:00:00,Wells Fargo Center,"Philadelphia, United States Of America",29.99-239.99 USD,20241011,Philadelphia,United States Of America,28.49,227.99
Gunna,ONE MusicFest,26-10-2024,,PIEDMONT PARK,"Atlanta, United States Of America",,20241011,Atlanta,United States Of America,,
Emma,Emma,31-01-2025,19:30:00,The Theater at Mount Jordan,"Sandy, United States Of America",14.95-14.95 USD,20241011,Sandy,United States Of America,14.2,14.2
Emma,Emma,01-02-2025,19:30:00,The Theater at Mount Jordan,"Sandy, United States Of America",14.95-14.95 USD,20241011,Sandy,United States Of America,14.2,14.2
Emma,Emma,03-02-2025,19:30:00,The Theater at Mount Jordan,"Sandy, United States Of America",14.95-14.95 USD,20241011,Sandy,United States Of America,14.2,14.2
Emma,Emma,07-02-2025,19:30:00,The Theater at Mount Jordan,"Sandy, United States Of America",14.95-14.95 USD,20241011,Sandy,United States Of America,14.2,14.2
Emma,Emma,08-02-2025,19:30:00,The Theater at Mount Jordan,"Sandy, United States Of America",14.95-14.95 USD,20241011,Sandy,United States Of America,14.2,14.2
Emma,Emma,10-02-2025,19:30:00,The Theater at Mount Jordan,"Sandy, United States Of America",14.95-14.95 USD,20241011,Sandy,United States Of America,14.2,14.2
Emma,Emma,14-02-2025,19:30:00,The Theater at Mount Jordan,"Sandy, United States Of America",14.95-14.95 USD,20241011,Sandy,United States Of America,14.2,14.2
Emma,Emma,15-02-2025,19:30:00,The Theater at Mount Jordan,"Sandy, United States Of America",14.95-14.95 USD,20241011,Sandy,United States Of America,14.2,14.2
Emma,Emma Blackery,26-10-2024,19:00:00,"The Grace, London","London, Great Britain",,20241011,London,Great Britain,,
Emma,Emma Blackery,21-02-2025,19:00:00,Stereo,"Glasgow, Great Britain",,20241011,Glasgow,Great Britain,,
Emma,Emma Blackery,22-02-2025,19:30:00,Manchester Academy 3,"Manchester, Great Britain",,20241011,Manchester,Great Britain,,
Emma,Emma Heesters,08-12-2024,15:00:00,PHIL,"Haarlem, Netherlands",39.5-39.5 EUR,20241011,Haarlem,Netherlands,39.5,39.5
Emma,Emma Doran: Dilemma,15-11-2024,20:00:00,Vicar Street,"Dublin, Ireland",35.0-35.0 EUR,20241011,Dublin,Ireland,35.0,35.0
Emma,Emma Doran - Dilemma,22-11-2024,20:00:00,Vicar Street,"Dublin, Ireland",35.0-35.0 EUR,20241011,Dublin,Ireland,35.0,35.0
Emma,Emma Doran: Dilemma!,24-11-2024,19:00:00,The Limelight 2,"Belfast, Great Britain",19.25-19.25 GBP,20241011,Belfast,Great Britain,22.33,22.33
Emma,Emma Doran: Dilemma!,24-11-2024,16:00:00,The Limelight 2,"Belfast, Great Britain",19.25-19.25 GBP,20241011,Belfast,Great Britain,22.33,22.33
Emma,Emma Ruth Rundle,03-12-2024,20:00:00,Great American Music Hall,"San Francisco, United States Of America",,20241011,San Francisco,United States Of America,,
Emma,EMMA RUTH RUNDLE,09-12-2024,20:00:00,Valley Bar,"Phoenix, United States Of America",0.0-0.0 USD,20241011,Phoenix,United States Of America,0.0,0.0
Emma,Emma Ruth Rundle,10-12-2024,19:30:00,Meow Wolf,"Santa Fe, United States Of America",,20241011,Santa Fe,United States Of America,,
Emma,Emma Ruth Rundle,16-12-2024,20:00:00,Bluebird Theatre,"Denver, United States Of America",,20241011,Denver,United States Of America,,
David Gilmour,David Gilmour,11-10-2024,18:45:00,Royal Albert Hall,"London, Great Britain",75.0-250.0 GBP,20241011,London,Great Britain,87.0,290.0
David Gilmour,David Gilmour,12-10-2024,18:45:00,Royal Albert Hall,"London, Great Britain",75.0-250.0 GBP,20241011,London,Great Britain,87.0,290.0
David Gilmour,David Gilmour,14-10-2024,18:45:00,Royal Albert Hall,"London, Great Britain",75.0-250.0 GBP,20241011,London,Great Britain,87.0,290.0
David Gilmour,David Gilmour,15-10-2024,18:45:00,Royal Albert Hall,"London, Great Britain",75.0-250.0 GBP,20241011,London,Great Britain,87.0,290.0
David Gilmour,David Gilmour,04-11-2024,19:30:00,MSG Suites,"New York, United States Of America",,20241011,New York,United States Of America,,
David Gilmour,David Gilmour,05-11-2024,19:30:00,MSG Suites,"New York, United States Of America",,20241011,New York,United States Of America,,
David Gilmour,David Gilmour,06-11-2024,19:30:00,MSG Suites,"New York, United States Of America",,20241011,New York,United States Of America,,
David Gilmour,David Gilmour,09-11-2024,19:30:00,MSG Suites,"New York, United States Of America",,20241011,New York,United States Of America,,
David Gilmour,David Gilmour,10-11-2024,19:30:00,MSG Suites,"New York, United States Of America",,20241011,New York,United States Of America,,
David Gilmour,David Gilmour: LUCK and STRANGE Tour,29-10-2024,19:30:00,Hollywood Bowl,"Hollywood, United States Of America",75.0-350.0 USD,20241011,Hollywood,United States Of America,71.25,332.5
David Gilmour,David Gilmour: LUCK and STRANGE Tour,30-10-2024,19:30:00,Hollywood Bowl,"Hollywood, United States Of America",75.0-350.0 USD,20241011,Hollywood,United States Of America,71.25,332.5
David Gilmour,David Gilmour: LUCK and STRANGE Tour,25-10-2024,19:30:00,Intuit Dome,"Inglewood, United States Of America",43.5-349.5 USD,20241011,Inglewood,United States Of America,41.32,332.02
David Gilmour,David Gilmour: LUCK and STRANGE Tour,31-10-2024,19:30:00,Hollywood Bowl,"Hollywood, United States Of America",75.0-350.0 USD,20241011,Hollywood,United States Of America,71.25,332.5
David Gilmour,David Gilmour: LUCK and STRANGE Tour,04-11-2024,19:30:00,Madison Square Garden,"New York, United States Of America",81.5-356.5 USD,20241011,New York,United States Of America,77.42,338.68
David Gilmour,David Gilmour: LUCK and STRANGE Tour,05-11-2024,19:30:00,Madison Square Garden,"New York, United States Of America",81.5-356.5 USD,20241011,New York,United States Of America,77.42,338.68
David Gilmour,David Gilmour: LUCK and STRANGE Tour,09-11-2024,19:30:00,Madison Square Garden,"New York, United States Of America",91.5-356.5 USD,20241011,New York,United States Of America,86.92,338.68
David Gilmour,David Gilmour: LUCK and STRANGE Tour,06-11-2024,19:30:00,Madison Square Garden,"New York, United States Of America",81.5-356.5 USD,20241011,New York,United States Of America,77.42,338.68
David Gilmour,David Gilmour: LUCK and STRANGE Tour,10-11-2024,19:30:00,Madison Square Garden,"New York, United States Of America",91.5-356.5 USD,20241011,New York,United States Of America,86.92,338.68
David Gilmour,David Gilmour: LUCK and STRANGE Tour,25-10-2024,20:00:00,Intuit Dome,"Inglewood, United States Of America",,20241011,Inglewood,United States Of America,,
Mata,Que Siga La Mata Dando Tour 2024 - La Santa Grifa With Dharius,13-10-2024,18:30:00,Summit,"Denver, United States Of America",43.5-43.5 USD,20241011,Denver,United States Of America,41.32,41.32
Mata,LA SANTA GRIFA with DHARIUS: QUE SIGA LA MATA DANDO TOUR 2024,23-10-2024,18:30:00,Ace of Spades,"Sacramento, United States Of America",42.5-42.5 USD,20241011,Sacramento,United States Of America,40.38,40.38
Mata,LA SANTA GRIFA with DHARIUS: QUE SIGA LA MATA DANDO TOUR 2024,14-10-2024,18:30:00,The Depot,"Salt Lake City, United States Of America",39.5-39.5 USD,20241011,Salt Lake City,United States Of America,37.52,37.52
Mata,Mata Hari,19-10-2024,20:30:00,THINK House,"İstanbul, Turkey",,20241011,İstanbul,Turkey,,
Laylow,"Laylow Megaton EP Release Show with Knavery, Raptured, Retribution, No Shot",25-10-2024,20:00:00,The Southgate House Revival - Revival Room,"Newport, United States Of America",10.0-10.0 USD,20241011,Newport,United States Of America,9.5,9.5
Shaboozey,Shaboozey,19-03-2025,19:00:00,KOKO,"London, Great Britain",29.45-95.45 GBP,20241011,London,Great Britain,34.16,110.72
Shaboozey,Shaboozey,14-10-2024,21:00:00,The Fonda Theatre,"Los Angeles, United States Of America",,20241011,Los Angeles,United States Of America,,
Shaboozey,Shaboozey,15-10-2024,21:00:00,The Fonda Theatre,"Los Angeles, United States Of America",,20241011,Los Angeles,United States Of America,,
Shaboozey,Shaboozey,07-12-2024,20:30:00,The Theater at Virgin Hotels Las Vegas,"Las Vegas, United States Of America",,20241011,Las Vegas,United States Of America,,
Shaboozey,Jelly Roll: Beautifully Broken Tour,06-11-2024,19:00:00,Little Caesars Arena,"Detroit, United States Of America",39.5-209.5 USD,20241011,Detroit,United States Of America,37.52,199.02
Shaboozey,Jelly Roll: Beautifully Broken Tour,07-11-2024,19:00:00,Gainbridge Fieldhouse,"Indianapolis, United States Of America",39.5-265.5 USD,20241011,Indianapolis,United States Of America,37.52,252.22
Shaboozey,Jelly Roll: Beautifully Broken Tour,23-11-2024,19:00:00,VyStar Veterans Memorial Arena,"Jacksonville, United States Of America",36.41-246.41 USD,20241011,Jacksonville,United States Of America,34.59,234.09
Shaboozey,Jelly Roll: Beautifully Broken Tour,12-11-2024,19:00:00,CHI Health Center Omaha,"Omaha, United States Of America",45.5-205.5 USD,20241011,Omaha,United States Of America,43.23,195.22
Shaboozey,Jelly Roll: Beautifully Broken Tour,13-11-2024,19:00:00,T-Mobile Center,"Kansas City, United States Of America",45.5-205.5 USD,20241011,Kansas City,United States Of America,43.23,195.22
Shaboozey,Jelly Roll: Beautifully Broken Tour,04-11-2024,19:00:00,Heritage Bank Center,"Cincinnati, United States Of America",39.5-264.5 USD,20241011,Cincinnati,United States Of America,37.52,251.27
Shaboozey,Jelly Roll: Beautifully Broken Tour,01-11-2024,19:00:00,Charleston Coliseum,"Charleston, United States Of America",35.5-260.5 USD,20241011,Charleston,United States Of America,33.73,247.47
Shaboozey,Jelly Roll: Beautifully Broken Tour,30-10-2024,19:00:00,John Paul Jones Arena,"Charlottesville, United States Of America",35.5-175.5 USD,20241011,Charlottesville,United States Of America,33.73,166.72
Shaboozey,Jelly Roll: Beautifully Broken Tour,08-11-2024,19:00:00,Rupp Arena,"Lexington, United States Of America",39.5-249.5 USD,20241011,Lexington,United States Of America,37.52,237.02
Shaboozey,Jelly Roll: Beautifully Broken Tour,10-11-2024,19:00:00,Ford Center,"Evansville, United States Of America",46.95-205.0 USD,20241011,Evansville,United States Of America,44.6,194.75
Shaboozey,Jelly Roll: Beautifully Broken Tour,17-11-2024,19:00:00,Toyota Center - TX,"Houston, United States Of America",,20241011,Houston,United States Of America,,
Shaboozey,Jelly Roll: Beautifully Broken Tour,22-11-2024,19:00:00,Colonial Life Arena,"Columbia, United States Of America",39.5-209.5 USD,20241011,Columbia,United States Of America,37.52,199.02
Shaboozey,Jelly Roll: Beautifully Broken Tour,19-11-2024,19:00:00,Moody Center ATX,"Austin, United States Of America",49.5-209.5 USD,20241011,Austin,United States Of America,47.02,199.02
Shaboozey,Jelly Roll: Beautifully Broken Tour,18-11-2024,19:00:00,American Bank Center Arena,"Corpus Christi, United States Of America",49.5-209.5 USD,20241011,Corpus Christi,United States Of America,47.02,199.02
Shaboozey,Jelly Roll: Beautifully Broken Tour,21-11-2024,19:00:00,Legacy Arena at The BJCC ,"Birmingham, United States Of America",35.5-185.5 USD,20241011,Birmingham,United States Of America,33.73,176.22
Shaboozey,Jelly Roll: Beautifully Broken Tour,17-11-2024,19:00:00,Toyota Center,"Houston, United States Of America",,20241011,Houston,United States Of America,,
Leon Thomas,Leon Thomas,13-11-2024,20:00:00,Music Hall of Williamsburg,"Brooklyn, United States Of America",,20241011,Brooklyn,United States Of America,,
Leon Thomas,Leon Thomas,19-11-2024,20:00:00,Union Stage,"Washington, United States Of America",,20241011,Washington,United States Of America,,
Leon Thomas,Leon Thomas,27-11-2024,20:00:00,The Independent,"San Francisco, United States Of America",145.2-145.2 USD,20241011,San Francisco,United States Of America,137.94,137.94
Leon Thomas,Leon Thomas,29-11-2024,20:00:00,El Rey Theatre - Los Angeles,"Los Angeles, United States Of America",,20241011,Los Angeles,United States Of America,,
Leon Thomas,LEON THOMAS: Mutt Live,20-11-2024,20:00:00,The Underground,"Charlotte, United States Of America",20.0-20.0 USD,20241011,Charlotte,United States Of America,19.0,19.0
Leon Thomas,LEON THOMAS: Mutt Live,18-11-2024,20:00:00,The Foundry,"Philadelphia, United States Of America",25.0-27.0 USD,20241011,Philadelphia,United States Of America,23.75,25.65
Leon Thomas,LEON THOMAS: Mutt Live,15-11-2024,19:00:00,Brighton Music Hall presented by Citizens,"Boston, United States Of America",25.0-25.0 USD,20241011,Boston,United States Of America,23.75,23.75
Leon Thomas,LEON THOMAS: Mutt Live,23-11-2024,19:00:00,The Cambridge Room at House Of Blues,"Dallas, United States Of America",25.0-25.0 USD,20241011,Dallas,United States Of America,23.75,23.75
Leon Thomas,LEON THOMAS: Mutt Live,24-11-2024,19:00:00,The Bronze Peacock at House of Blues Houston,"Houston, United States Of America",25.0-25.0 USD,20241011,Houston,United States Of America,23.75,23.75
Leon Thomas,LEON THOMAS: Mutt Live,11-11-2024,19:00:00,The Axis Club (formerly known as The Mod Club) ,"Toronto, Canada",36.5-172.0 CAD,20241011,Toronto,Canada,25.18,118.68
Leon Thomas,Blxst - I'll Always Come Find You Tour,19-10-2024,20:00:00,The Fillmore Silver Spring,"Silver Spring, United States Of America",41.0-41.0 USD,20241011,Silver Spring,United States Of America,38.95,38.95
Leon Thomas,Blxst - Ill Always Come Find You Tour,11-10-2024,19:00:00,The Ritz,"Raleigh, United States Of America",36.0-36.0 USD,20241011,Raleigh,United States Of America,34.2,34.2
Leon Thomas,Blxst - I'll Always Come Find You Tour,13-10-2024,20:00:00,The Fillmore Charlotte,"Charlotte, United States Of America",36.0-36.0 USD,20241011,Charlotte,United States Of America,34.2,34.2
Leon Thomas,Blxst - I'll Always Come Find You Tour,15-10-2024,19:00:00,Citizens House of Blues Boston,"Boston, United States Of America",35.0-55.0 USD,20241011,Boston,United States Of America,33.25,52.25
Leon Thomas,Blxst - I'll Always Come Find You Tour,16-10-2024,20:00:00,Brooklyn Bowl Philadelphia,"Philadelphia, United States Of America",36.0-80.0 USD,20241011,Philadelphia,United States Of America,34.2,76.0
Leon Thomas,Blxst - I'll Always Come Find You Tour,26-10-2024,19:00:00,The Fillmore Detroit,"Detroit, United States Of America",27.75-46.0 USD,20241011,Detroit,United States Of America,26.36,43.7
Leon Thomas,Blxst - I'll Always Come Find You Tour,24-10-2024,20:00:00,The Pageant,"Saint Louis, United States Of America",46.0-46.0 USD,20241011,Saint Louis,United States Of America,43.7,43.7
Leon Thomas,Blxst - Ill Always Come Find You Tour,17-10-2024,19:00:00,The Rooftop at Pier 17,"New York, United States Of America",,20241011,New York,United States Of America,,
Leon Thomas,ONE MusicFest,26-10-2024,,PIEDMONT PARK,"Atlanta, United States Of America",,20241011,Atlanta,United States Of America,,
Zach Bryan,Zach Bryan,18-12-2024,19:00:00,Barclays Center,"Brooklyn, United States Of America",79.0-375.0 USD,20241011,Brooklyn,United States Of America,75.05,356.25
Zach Bryan,Zach Bryan,29-11-2024,19:00:00,Golden 1 Center,"Sacramento, United States Of America",96.0-409.52 USD,20241011,Sacramento,United States Of America,91.2,389.04
Zach Bryan,Zach Bryan,26-11-2024,19:00:00,Moda Center,"Portland, United States Of America",95.0-400.0 USD,20241011,Portland,United States Of America,90.25,380.0
Zach Bryan,Zach Bryan,19-12-2024,19:00:00,Barclays Center,"Brooklyn, United States Of America",79.0-375.0 USD,20241011,Brooklyn,United States Of America,75.05,356.25
Zach Bryan,Zach Bryan,22-11-2024,19:00:00,Tacoma Dome,"Tacoma, United States Of America",100.0-405.0 USD,20241011,Tacoma,United States Of America,95.0,384.75
Zach Bryan,Zach Bryan,30-11-2024,19:00:00,Golden 1 Center,"Sacramento, United States Of America",96.0-409.52 USD,20241011,Sacramento,United States Of America,91.2,389.04
Zach Bryan,Zach Bryan,27-11-2024,19:00:00,Moda Center,"Portland, United States Of America",95.0-400.0 USD,20241011,Portland,United States Of America,90.25,380.0
Zach Bryan,Zach Bryan,23-11-2024,19:00:00,Tacoma Dome,"Tacoma, United States Of America",100.0-405.0 USD,20241011,Tacoma,United States Of America,95.0,384.75
Zach Bryan,Zach Bryan,17-11-2024,19:00:00,Rogers Place,"Edmonton, Canada",59.0-490.0 CAD,20241011,Edmonton,Canada,40.71,338.1
