artist,name,date,time,venue,location,price_range,source_date,city,country,min_price_EUR,max_price_EUR
Maria Becerra,Maria Becerra,20-10-2024,20:00:00,Terminal 5,"New York, United States Of America",,20241011,New York,United States Of America,,
Maria Becerra,Maria Becerra,27-10-2024,20:00:00,The Regency Ballroom,"San Francisco, United States Of America",,20241011,San Francisco,United States Of America,,
Maria Becerra,Maria Becerra,18-10-2024,19:00:00,Royale Boston,"Boston, United States Of America",,20241011,Boston,United States Of America,,
Maria Becerra,Maria Becerra,31-10-2024,20:00:00,H-E-B Performance Hall,"San Antonio, United States Of America",,20241011,San Antonio,United States Of America,,
Maria Becerra,Maria Becerra,24-10-2024,20:00:00,The Novo by Microsoft,"Los Angeles, United States Of America",,20241011,Los Angeles,United States Of America,,
Mike Tucker,Harlem Globetrotters 2025 World Tour Presented by Jersey Mike's Subs,14-01-2025,19:00:00,Donald L. Tucker Civic Center,"Tallahassee, United States Of America",20.0-297.0 USD,20241011,Tallahassee,United States Of America,19.0,282.15
Robe,T-Robe,27-11-2024,19:00:00,Pittsburgh Improv,"Pittsburgh, United States Of America",25.0-85.0 USD,20241011,Pittsburgh,United States Of America,23.75,80.75
Andrés Koi,Andrés Koi - KoiTour,18-10-2024,21:30:00,Playa Club,"A Coruña, Spain",22.0-22.0 EUR,20241011,A Coruña,Spain,22.0,22.0
Andrés Koi,Andrés Koi - KoiTour,19-10-2024,20:00:00,Tribeca,"Oviedo, Spain",22.0-22.0 EUR,20241011,Oviedo,Spain,22.0,22.0
Andrés Koi,Andrés Koi - KoiTour,07-11-2024,21:30:00,Sala Malandar,"Sevilla, Spain",22.0-22.0 EUR,20241011,Sevilla,Spain,22.0,22.0
Andrés Koi,Andrés Koi - KoiTour,14-11-2024,20:30:00,Sala La Trinchera,"Málaga, Spain",22.0-22.0 EUR,20241011,Málaga,Spain,22.0,22.0
Andrés Koi,Andrés Koi - KoiTour,22-11-2024,21:00:00,LA SALA (WIZINK CENTER),"Madrid, Spain",22.0-22.0 EUR,20241011,Madrid,Spain,22.0,22.0
Andrés Koi,Andrés Koi - KoiTour | Paquetes VIP,18-10-2024,21:30:00,Playa Club,"A Coruña, Spain",45.0-45.0 EUR,20241011,A Coruña,Spain,45.0,45.0
Andrés Koi,Andrés Koi - KoiTour | Paquetes VIP,19-10-2024,20:00:00,Tribeca,"Oviedo, Spain",45.0-45.0 EUR,20241011,Oviedo,Spain,45.0,45.0
Andrés Koi,Andrés Koi - KoiTour | Paquetes VIP,07-11-2024,21:30:00,Sala Malandar,"Sevilla, Spain",45.0-45.0 EUR,20241011,Sevilla,Spain,45.0,45.0
Andrés Koi,Andrés Koi - KoiTour | Paquetes VIP,14-11-2024,20:30:00,Sala La Trinchera,"Málaga, Spain",45.0-45.0 EUR,20241011,Málaga,Spain,45.0,45.0
Andrés Koi,Andrés Koi - KoiTour | Paquetes VIP,22-11-2024,21:00:00,LA SALA (WIZINK CENTER),"Madrid, Spain",45.0-45.0 EUR,20241011,Madrid,Spain,45.0,45.0
MAGIC!,Orlando Magic v Phoenix Suns,08-12-2024,18:30:00,Kia Center,"Orlando, United States Of America",36.0-2307.5 USD,20241011,Orlando,United States Of America,34.2,2192.12
MAGIC!,Phoenix Suns vs. Orlando Magic,18-11-2024,19:00:00,Footprint Center,"Phoenix, United States Of America",28.0-3400.0 USD,20241011,Phoenix,United States Of America,26.6,3230.0
MAGIC!,Suite: Wizards vs Magic,21-03-2025,19:00:00,Capital One Arena,"Washington, United States Of America",,20241011,Washington,United States Of America,,
MAGIC!,Suite: Wizards vs Magic,03-04-2025,19:00:00,Capital One Arena,"Washington, United States Of America",,20241011,Washington,United States Of America,,
MAGIC!,Orlando Magic v Washington Wizards,10-11-2024,18:00:00,Kia Center,"Orlando, United States Of America",17.0-1382.5 USD,20241011,Orlando,United States Of America,16.15,1313.38
MAGIC!,Orlando Magic V Philadelphia 76ers,12-01-2025,18:00:00,Kia Center,"Orlando, United States Of America",40.0-2307.5 USD,20241011,Orlando,United States Of America,38.0,2192.12
MAGIC!,Philadelphia 76ers vs. Orlando Magic,06-12-2024,19:00:00,Wells Fargo Center,"Philadelphia, United States Of America",36.0-998.0 USD,20241011,Philadelphia,United States Of America,34.2,948.1
MAGIC!,Orlando Magic v Toronto Raptors,02-03-2025,18:00:00,Kia Center,"Orlando, United States Of America",22.0-1682.5 USD,20241011,Orlando,United States Of America,20.9,1598.38
MAGIC!,Orlando Magic v Toronto Raptors,04-03-2025,19:00:00,Kia Center,"Orlando, United States Of America",22.0-1682.5 USD,20241011,Orlando,United States Of America,20.9,1598.38
MAGIC!,Philadelphia 76ers vs. Orlando Magic,04-12-2024,19:30:00,Wells Fargo Center,"Philadelphia, United States Of America",25.0-998.0 USD,20241011,Philadelphia,United States Of America,23.75,948.1
MAGIC!,Orlando Magic v Washington Wizards,23-02-2025,18:00:00,Kia Center,"Orlando, United States Of America",22.0-1682.5 USD,20241011,Orlando,United States Of America,20.9,1598.38
MAGIC!,Washington Wizards vs. Orlando Magic,21-03-2025,19:00:00,Capital One Arena,"Washington, United States Of America",23.0-888.0 USD,20241011,Washington,United States Of America,21.85,843.6
MAGIC!,Toronto Raptors vs. Orlando Magic,03-01-2025,19:30:00,Scotiabank Arena,"Toronto, Canada",31.0-4052.0 CAD,20241011,Toronto,Canada,21.39,2795.88
MAGIC!,Toronto Raptors vs. Orlando Magic,21-01-2025,19:30:00,Scotiabank Arena,"Toronto, Canada",24.0-3100.0 CAD,20241011,Toronto,Canada,16.56,2139.0
MAGIC!,Washington Wizards vs. Orlando Magic,03-04-2025,19:00:00,Capital One Arena,"Washington, United States Of America",24.0-888.0 USD,20241011,Washington,United States Of America,22.8,843.6
MAGIC!,Orlando Magic v Los Angeles Lakers,24-03-2025,19:00:00,Kia Center,"Orlando, United States Of America",108.5-4940.5 USD,20241011,Orlando,United States Of America,103.07,4693.47
MAGIC!,Los Angeles Lakers vs. Orlando Magic,21-11-2024,19:30:00,Crypto.com Arena,"Los Angeles, United States Of America",50.0-4300.0 USD,20241011,Los Angeles,United States Of America,47.5,4085.0
MAGIC!,Orlando Magic v Philadelphia 76ers - Exhibition Game,18-10-2024,19:00:00,Kia Center,"Orlando, United States Of America",17.0-1382.5 USD,20241011,Orlando,United States Of America,16.15,1313.38
MAGIC!,Chicago Bulls vs. Orlando Magic,30-10-2024,19:00:00,United Center,"Chicago, United States Of America",35.0-459.0 USD,20241011,Chicago,United States Of America,33.25,436.05
MAGIC!,Orlando Magic v Boston Celtics,23-12-2024,19:00:00,Kia Center,"Orlando, United States Of America",94.0-4940.5 USD,20241011,Orlando,United States Of America,89.3,4693.47
Nas,Nas,31-10-2024,20:00:00,,"Zürich, Switzerland",,20241011,Zürich,Switzerland,,
Nas,NAS with the Las Vegas Philharmonic,08-02-2025,20:00:00,Encore Theater at Wynn Las Vegas,"Las Vegas, United States Of America",95.0-275.0 USD,20241011,Las Vegas,United States Of America,90.25,261.25
Nas,NAS with the Las Vegas Philharmonic,07-02-2025,20:00:00,Encore Theater at Wynn Las Vegas,"Las Vegas, United States Of America",95.0-275.0 USD,20241011,Las Vegas,United States Of America,90.25,261.25
Nas,NAS with the Las Vegas Philharmonic,05-02-2025,20:00:00,Encore Theater at Wynn Las Vegas,"Las Vegas, United States Of America",75.0-250.0 USD,20241011,Las Vegas,United States Of America,71.25,237.5
Nas,Nas Illmatic 30 Year Anniversary Tour,10-11-2024,19:00:00,O2 Victoria Warehouse Manchester,"Manchester, Great Britain",64.05-64.05 GBP,20241011,Manchester,Great Britain,74.3,74.3
Nas,Nas - Illmatic 30 Year Anniversary Tour,11-11-2024,19:00:00,Usher Hall,"Edinburgh, Great Britain",55.75-62.25 GBP,20241011,Edinburgh,Great Britain,64.67,72.21
Nas,Nas: Illmatic 30 Year Anniversary Tour,13-11-2024,19:30:00,3Olympia Theatre,"Dublin, Ireland",87.9-97.9 EUR,20241011,Dublin,Ireland,87.9,97.9
Nas,Nas - Illmatic 30 Year Anniversary Tour,14-11-2024,19:00:00,University of Wolverhampton at The Civic Hall,"Wolverhampton, Great Britain",61.25-63.75 GBP,20241011,Wolverhampton,Great Britain,71.05,73.95
Nas,Nas - Illmatic 30 Year Anniversary Tour,15-11-2024,18:45:00,Royal Albert Hall,"London, Great Britain",57.5-110.0 GBP,20241011,London,Great Britain,66.7,127.6
Nas,Nas - Illmatic 30 Year Anniversary Tour,16-11-2024,18:45:00,Royal Albert Hall,"London, Great Britain",57.5-110.0 GBP,20241011,London,Great Britain,66.7,127.6
Nas,NAS - Illmatic 30 Year Anniversary Tour,27-10-2024,20:00:00,,"Cologne, Germany",5.5-89.0 EUR,20241011,Cologne,Germany,5.5,89.0
Nas,NAS | Illmatic 30 Year Anniversary Tour,28-10-2024,,Cirque Royal - Koninklijk Circus,"Brussels, Belgium",55.0-60.0 EUR,20241011,Brussels,Belgium,55.0,60.0
Nas,NAS - Illmatic 30 Year Anniversary Tour,02-11-2024,20:00:00,Raiffeisen Halle im Gasometer,"Vienna, Austria",5.5-129.0 EUR,20241011,Vienna,Austria,5.5,129.0
Nas,NAS - Illmatic 30 Year Anniversary Tour,03-11-2024,20:00:00,Uber Eats Music Hall,"Berlin, Germany",15.5-129.0 EUR,20241011,Berlin,Germany,15.5,129.0
Nas,NAS - Illmatic 30 Year Anniversary Tour,05-11-2024,20:00:00,,"Amsterdam, Netherlands",61.6-115.77 EUR,20241011,Amsterdam,Netherlands,61.6,115.77
Nas,NAS - Illmatic 30 Year Anniversary Tour,08-11-2024,20:00:00,,"Offenbach am Main, Germany",65.0-129.0 EUR,20241011,Offenbach am Main,Germany,65.0,129.0
Nas,NAS | Illmatic 30 Year Anniversary Tour | VIP Packages,28-10-2024,,Cirque Royal - Koninklijk Circus,"Brussels, Belgium",228.42-228.42 EUR,20241011,Brussels,Belgium,228.42,228.42
Nas,NAS - Illmatic 30 Year Anniversary Tour | Gallery Seat,03-11-2024,20:00:00,Uber Eats Music Hall,"Berlin, Germany",139.0-139.0 EUR,20241011,Berlin,Germany,139.0,139.0
Nas,NAS - Illmatic 30 Year Anniversary Tour | Gallery Seat & Drinks,03-11-2024,20:00:00,Uber Eats Music Hall,"Berlin, Germany",159.0-159.0 EUR,20241011,Berlin,Germany,159.0,159.0
Nas,NA Event,31-12-2024,20:00:00,Bank of America Stadium,"Charlotte, United States Of America",,20241011,Charlotte,United States Of America,,
Chase & Status,Chase Matthew,26-10-2024,20:45:00,8 Seconds Saloon,"Indianapolis, United States Of America",12.0-35.0 USD,20241011,Indianapolis,United States Of America,11.4,33.25
Chase & Status,Chase & Status,30-11-2024,22:00:00,Byline Bank Aragon Ballroom,"Chicago, United States Of America",34.5-44.5 USD,20241011,Chicago,United States Of America,32.77,42.27
Chase & Status,The Chase,29-03-2025,18:30:00,Nottingham Rescue Rooms,"Nottingham, Great Britain",,20241011,Nottingham,Great Britain,,
Chase & Status,Chevy Chase,27-12-2024,20:00:00,The Palace Theatre Albany,"Albany, United States Of America",49.5-99.5 USD,20241011,Albany,United States Of America,47.02,94.52
Chase & Status,Chase & Status,02-11-2024,20:00:00,The Fillmore Philadelphia,"Philadelphia, United States Of America",30.0-130.0 USD,20241011,Philadelphia,United States Of America,28.5,123.5
Chase & Status,Chase Matthew,25-10-2024,20:00:00,Q Casino Q Showroom,"Dubuque, United States Of America",25.0-25.0 USD,20241011,Dubuque,United States Of America,23.75,23.75
Chase & Status,Chase Matthew,17-10-2024,20:00:00,Druid City Music Hall,"Tuscaloosa, United States Of America",20.0-20.0 USD,20241011,Tuscaloosa,United States Of America,19.0,19.0
Chase & Status,Chase Matthew,07-11-2024,20:00:00,The Pub Station,"Billings, United States Of America",,20241011,Billings,United States Of America,,
Chase & Status,Chase B,13-10-2024,21:00:00,,"N/A, N/A",N/A-N/A USD,20241011,N/A,N/A,,
Chase & Status,Chase B,13-10-2024,21:00:00,Komodo Dallas,"Dallas, United States Of America",,20241011,Dallas,United States Of America,,
Chase & Status,Chase Matthew,24-10-2024,19:00:00,Century Casino Cape Girardeau,"Cape Girardeau, United States Of America",,20241011,Cape Girardeau,United States Of America,,
Chase & Status,Chase Atlantic,28-10-2024,20:00:00,Barclays Center,"Brooklyn, United States Of America",,20241011,Brooklyn,United States Of America,,
Chase & Status,Chase Atlantic,28-10-2024,20:00:00,Barclays Center - Suites,"Brooklyn, United States Of America",,20241011,Brooklyn,United States Of America,,
Chase & Status,Chase & Status,01-11-2024,20:00:00,Skyway Theatre,"Minneapolis, United States Of America",,20241011,Minneapolis,United States Of America,,
Chase & Status,Chase Matthew,01-11-2024,22:00:00,The Dallas Bull,"Tampa, United States Of America",,20241011,Tampa,United States Of America,,
Chase & Status,Chase Matthew,06-11-2024,20:00:00,Sanctuary Events Center,"Fargo, United States Of America",,20241011,Fargo,United States Of America,,
Chase & Status,Chase Matthew,08-11-2024,19:30:00,The Gaslight Social,"Casper, United States Of America",,20241011,Casper,United States Of America,,
Chase & Status,Chase Matthew,12-11-2024,19:00:00,Commodore Ballroom,"Vancouver, Canada",35.5-45.5 CAD,20241011,Vancouver,Canada,24.49,31.39
Chase & Status,Chase Atlantic,13-11-2024,20:00:00,The Complex - UT,"Salt Lake City, United States Of America",,20241011,Salt Lake City,United States Of America,,
Chase & Status,Chase Matthew,15-11-2024,20:00:00,The Palace Theatre,"Calgary, Canada",37.18-37.18 CAD,20241011,Calgary,Canada,25.65,25.65
Mishaal Tamer,Mishaal Tamer,25-11-2024,20:00:00,,"Berlin, Germany",22.0-22.0 EUR,20241011,Berlin,Germany,22.0,22.0
Mishaal Tamer,Mishaal Tamer,27-11-2024,20:00:00,Yard Club,"Cologne, Germany",22.0-22.0 EUR,20241011,Cologne,Germany,22.0,22.0
21 Savage,WIRELESS FESTIVAL MIDDLE EAST,23-11-2024,,"Etihad Park, Yas Drive","Abu Dhabi, United Arab Emirates",258.75-2750.0 AED,20241011,Abu Dhabi,United Arab Emirates,67.28,715.0
Daddy Yankee,Abono Area Club Coca Cola Flow Fest  2024,23-11-2024,,Autodromo Hnos. Rodriguez,"México, Mexico",22000.0-22000.0 MXN,20241011,México,Mexico,1056.0,1056.0
Daddy Yankee,Abono Comfort Pass Coca Cola Flow Fest 2024,23-11-2024,,Autodromo Hnos. Rodriguez,"México, Mexico",4575.0-6675.0 MXN,20241011,México,Mexico,219.6,320.4
Daddy Yankee,Abono Plus Citibanamex Coca Cola Flow Fest 2024,23-11-2024,,Autodromo Hnos. Rodriguez,"México, Mexico",6580.0-9600.0 MXN,20241011,México,Mexico,315.84,460.8
Daddy Yankee,Abono General Coca Cola Flow Fest 2024,23-11-2024,,Autodromo Hnos. Rodriguez,"México, Mexico",960.0-3930.0 MXN,20241011,México,Mexico,46.08,188.64
Daddy Yankee,Individual Comfort Pass sábado Coca Cola Flow Fest  2024,23-11-2024,15:00:00,Autodromo Hnos. Rodriguez,"México, Mexico",2600.0-3700.0 MXN,20241011,México,Mexico,124.8,177.6
Daddy Yankee,Individual Area Club Sábado Coca Cola Flow Fest  2024,23-11-2024,15:00:00,Autodromo Hnos. Rodriguez,"México, Mexico",10000.0-10000.0 MXN,20241011,México,Mexico,480.0,480.0
Daddy Yankee,Individual Plus Sábado Coca Cola Flow Fest  2024,23-11-2024,15:00:00,Autodromo Hnos. Rodriguez,"México, Mexico",3550.0-5500.0 MXN,20241011,México,Mexico,170.4,264.0
Daddy Yankee,Individual General sábado Coca Cola Flow Fest  2024,23-11-2024,15:00:00,Autodromo Hnos. Rodriguez,"México, Mexico",1580.0-2350.0 MXN,20241011,México,Mexico,75.84,112.8
Daddy Yankee,Individual Comfort Pass domingo Coca Cola Flow Fest  2024,24-11-2024,15:00:00,Autodromo Hnos. Rodriguez,"México, Mexico",2600.0-3700.0 MXN,20241011,México,Mexico,124.8,177.6
Daddy Yankee,Individual Area Club Domingo Coca Cola Flow Fest  2024,24-11-2024,15:00:00,Autodromo Hnos. Rodriguez,"México, Mexico",10000.0-10000.0 MXN,20241011,México,Mexico,480.0,480.0
Daddy Yankee,Individual General domingo Coca Cola Flow Fest 2024,24-11-2024,15:00:00,Autodromo Hnos. Rodriguez,"México, Mexico",1580.0-2350.0 MXN,20241011,México,Mexico,75.84,112.8
Daddy Yankee,Individual Plus Domingo Coca Cola Flow Fest  2024,24-11-2024,15:00:00,Autodromo Hnos. Rodriguez,"México, Mexico",3550.0-5500.0 MXN,20241011,México,Mexico,170.4,264.0
"Tyler, The Creator","Tyler, the Creator",04-02-2025,19:00:00,Xcel Energy Center,"Saint Paul, United States Of America",,20241011,Saint Paul,United States Of America,,
"Tyler, The Creator",Austin City Limits Music Festival - Weekend Two,11-10-2024,,Zilker Park,"Austin, United States Of America",,20241011,Austin,United States Of America,,
Aespa,2024-25 aespa LIVE TOUR - SYNK : PARALLEL LINE - in OAKLAND,30-01-2025,20:00:00,Oakland Arena,"Oakland, United States Of America",69.5-199.5 USD,20241011,Oakland,United States Of America,66.02,189.52
Aespa,Aespa,06-02-2025,20:00:00,Kia Center,"Orlando, United States Of America",,20241011,Orlando,United States Of America,,
Aespa,Aespa,11-02-2025,20:00:00,Prudential Center,"Newark, United States Of America",,20241011,Newark,United States Of America,,
Aespa,2024-25 aespa LIVE TOUR - SYNK : PARALLEL LINE - in CHICAGO,15-02-2025,20:00:00,United Center,"Chicago, United States Of America",64.5-194.5 USD,20241011,Chicago,United States Of America,61.27,184.77
Aespa,AESPA  Suites,30-01-2025,20:00:00,Oakland Arena,"Oakland, United States Of America",,20241011,Oakland,United States Of America,,
Aespa,AESPA  Boxes,01-02-2025,20:00:00,KIA Forum,"Inglewood, United States Of America",,20241011,Inglewood,United States Of America,,
Aespa,2024-25 aespa LIVE TOUR - SYNK : PARALLEL LINE - in ORLANDO,06-02-2025,20:00:00,Kia Center,"Orlando, United States Of America",65.5-195.0 USD,20241011,Orlando,United States Of America,62.22,185.25
Aespa,2024-25 aespa LIVE TOUR - SYNK : PARALLEL LINE - in CHARLOTTE,08-02-2025,20:00:00,Spectrum Center ,"Charlotte, United States Of America",69.5-199.5 USD,20241011,Charlotte,United States Of America,66.02,189.52
Aespa,Parking permit aespa,06-03-2025,,,"Amsterdam, Netherlands",30.0-30.0 EUR,20241011,Amsterdam,Netherlands,30.0,30.0
Aespa,Aespa Suite Guest Passes,11-02-2025,20:00:00,Prudential Center,"Newark, United States Of America",,20241011,Newark,United States Of America,,
Aespa,2024-25 aespa LIVE TOUR - SYNK : PARALLEL LINE - in NEWARK,11-02-2025,20:00:00,Prudential Center,"Newark, United States Of America",69.5-199.5 USD,20241011,Newark,United States Of America,66.02,189.52
Aespa,2024-25 aespa LIVE TOUR - SYNK : PARALLEL LINE - in LOS ANGELES,01-02-2025,20:00:00,Kia Forum,"Inglewood, United States Of America",69.5-199.5 USD,20241011,Inglewood,United States Of America,66.02,189.52
Aespa,2024-25 aespa LIVE TOUR - SYNK : PARALLEL LINE,13-02-2025,20:00:00,General Use,"N/A, N/A",,20241011,N/A,N/A,,
Aespa,2024-25 aespa LIVE TOUR - SYNK : PARALLEL LINE - in LONDON,02-03-2025,19:00:00,"OVO Arena, Wembley","London, Great Britain",50.0-280.0 GBP,20241011,London,Great Britain,58.0,324.8
